Process A,Process B,Raw_rules_cosine
fastqctrimmed,salmon_index,0.2118407399281121
fastqctrimmed,trim_galore_pe,0.0795541062990028
fastqctrimmed,samlon_quant,0.1299506846649532
fastqctrimmed,sortedbam_to_counts,0.1234679941272745
fastqctrimmed,featureCounts 2,0.1171373617986917
fastqctrimmed,fastqc 4,0.1908929806432611
fastqctrimmed,multiqc 3,0.0852063340353387
fastqctrimmed,merge_trimmed_SE,0.096157941132602
fastqctrimmed,trimgaloreSE,0.6061782302597384
fastqctrimmed,fastQCtrimmed 2,0.3242959381541176
fastqctrimmed,fastqcrim,0.0997396713179624
fastqctrimmed,sortedbam_to_rmdup,0.1588983019678442
fastqctrimmed,sort_index_bams,0.0291517173803205
fastqctrimmed,fastqc 3,0.1883123305793065
fastqctrimmed,fastqc 2,0.493055515901543
fastqctrimmed,rsem_norm,0.0420946809285304
fastqctrimmed,featureCounts,0.0785198712748347
fastqctrimmed,merge_trimmed_PE,0.1019143115485137
fastqctrimmed,trimgalorePE,0.5227152214582258
fastqctrimmed,compare_reference_stringtie,0.1497210839279325
fastqctrimmed,hisat2,0.1029182675585466
fastqctrimmed,counts_matrix,0.0608133843605377
fastqctrimmed,sortbam,0.0786210276034843
fastqctrimmed,starSE,0.5996669200018251
fastqctrimmed,fetch_unique_stringtie,0.1681528062921096
fastqctrimmed,bigwig,0.4036700283443108
fastqctrimmed,cutadapt 2,0.0780971736452616
fastqctrimmed,cutadapt,0.1319727063418965
fastqctrimmed,MultiQC,0.3760339068903794
fastqctrimmed,salmon_quant_pe,0.2199734477273306
fastqctrimmed,tximeta,0.3869783521012273
fastqctrimmed,salmon_quant,0.2565168372280629
fastqctrimmed,sort_bams,0.0389511696544839
fastqctrimmed,mark_dups,0.0341047567307464
fastqctrimmed,fastp_trimming_PE,0.0962254504234745
fastqctrimmed,salmonPE,0.56023300443499
fastqctrimmed,samtools_bam,0.0975586226933382
fastqctrimmed,bamindex,0.5143610162531976
fastqctrimmed,generate_genome_star_index,0.0464137211799077
fastqctrimmed,run_star_pe,0.1418362800186213
fastqctrimmed,pass1,0.0489067928410334
fastqctrimmed,fastqc_trimmed,0.1891568387511817
fastqctrimmed,run_multiqc,0.1217734912090349
fastqctrimmed,sampleReads,0.1867925155297034
fastqctrimmed,pass2,0.0459643168801544
expressbam,salmonSE,0.1294023028746778
expressbam,fastqScreen,0.0957172338403174
expressbam,run_star_se,0.0367609867628764
expressbam,fastqc,0.1351904776330399
expressbam,trim_fasq_fastqc,0.1868874955980239
expressbam,picard_rna_seq,0.021240662020023
expressbam,salmon_index_extended,0.0148017639399022
expressbam,fastp_trimming_SE,0.0477586612831305
expressbam,starindex,0.2223130284655611
expressbam,DRIMSeq,0.0293598881907892
expressbam,samtools_flagstat,0.0787629366183177
expressbam,salmon_quant_se,0.0509300521708656
expressbam,feature_counts,0.0218521757869565
expressbam,RNA_SeqC,0.0203176908313447
expressbam,fastqc 6,0.1072869848229609
expressbam,star_genome,0.0289989870935989
expressbam,edgeR,0.029526637968926
expressbam,startPE,0.125397724847217
expressbam,tastq_to_bam_HISAT,0.2005107360709169
expressbam,fastqc 5,0.1539328976239993
expressbam,multiqc 2,0.1140225487979801
expressbam,kallistoQuant,0.0977489391978612
expressbam,salmon_index,0.0266099198730358
expressbam,trim_galore_pe,0.1134301448453239
expressbam,samlon_quant,0.1043927270893378
expressbam,sortedbam_to_counts,0.1097846059147039
expressbam,featureCounts 2,0.0914112033995677
expressbam,fastqc 4,0.0544643125157713
expressbam,multiqc 3,0.0228388232950686
expressbam,merge_trimmed_SE,0.0363082942538534
expressbam,trimgaloreSE,0.1650348138287043
expressbam,fastQCtrimmed 2,0.1433631070780386
expressbam,fastqcrim,0.0455452434187756
expressbam,sortedbam_to_rmdup,0.1580580046104899
expressbam,sort_index_bams,0.0507877864428545
expressbam,fastqc 3,0.0909245670331656
expressbam,fastqc 2,0.1476337270354823
expressbam,rsem_norm,0.0165902897223997
expressbam,featureCounts,0.0730480793120166
expressbam,merge_trimmed_PE,0.0341667924314925
expressbam,trimgalorePE,0.1306438429019428
expressbam,compare_reference_stringtie,0.0192688627168807
expressbam,hisat2,0.1669212005429336
expressbam,counts_matrix,0.0646829770176374
expressbam,sortbam,0.0839155933129448
expressbam,starSE,0.1395145405784205
expressbam,fetch_unique_stringtie,0.0221526697899113
expressbam,bigwig,0.1001437890553139
expressbam,cutadapt 2,0.0531119939620857
expressbam,cutadapt,0.169230612473621
expressbam,MultiQC,0.0623602534259276
expressbam,salmon_quant_pe,0.0580530556000003
expressbam,tximeta,0.0485620475927689
expressbam,salmon_quant,0.0463098732510017
expressbam,sort_bams,0.0599250993262817
expressbam,mark_dups,0.025457137416311
expressbam,fastp_trimming_PE,0.060496926751291
expressbam,salmonPE,0.1174030710548704
expressbam,samtools_bam,0.160811601750587
expressbam,bamindex,0.1407705914080469
expressbam,generate_genome_star_index,0.0355550908098744
expressbam,run_star_pe,0.0371531269831173
expressbam,pass1,0.0498758746378454
expressbam,fastqc_trimmed,0.1387562392688032
expressbam,run_multiqc,0.0467749481892197
expressbam,sampleReads,0.1913884514545756
expressbam,pass2,0.0468750938950415
salmonSE,fastqScreen,0.1092150467279512
salmonSE,run_star_se,0.1664931920435514
salmonSE,fastqc,0.5900405875691923
salmonSE,trim_fasq_fastqc,0.1612637725728024
salmonSE,picard_rna_seq,0.0366107858808899
salmonSE,salmon_index_extended,0.3110041438569632
salmonSE,fastp_trimming_SE,0.1232952208332153
salmonSE,starindex,0.0243534014341464
salmonSE,DRIMSeq,0.3489499233479018
salmonSE,samtools_flagstat,0.081552847760096
salmonSE,salmon_quant_se,0.3282925091601238
salmonSE,feature_counts,0.0632740190381732
salmonSE,RNA_SeqC,0.0513144318283813
salmonSE,fastqc 6,0.0889290950612736
salmonSE,star_genome,0.0572071667890986
salmonSE,edgeR,0.3299484461344495
salmonSE,startPE,0.6863518569612237
salmonSE,tastq_to_bam_HISAT,0.1521407066341407
salmonSE,fastqc 5,0.074716128553372
salmonSE,multiqc 2,0.1359827398598325
salmonSE,kallistoQuant,0.1016892273777692
salmonSE,salmon_index,0.2860845376743553
salmonSE,trim_galore_pe,0.0949127919734502
salmonSE,samlon_quant,0.3443990304861861
salmonSE,sortedbam_to_counts,0.1329707824850043
salmonSE,featureCounts 2,0.1112079218362119
salmonSE,fastqc 4,0.0705037134353159
salmonSE,multiqc 3,0.1021720292608829
salmonSE,merge_trimmed_SE,0.1189466245547333
salmonSE,trimgaloreSE,0.6282484336033068
salmonSE,fastQCtrimmed 2,0.0965737732797448
salmonSE,fastqcrim,0.0543488571060846
salmonSE,sortedbam_to_rmdup,0.1830718717546887
salmonSE,sort_index_bams,0.0496656232543492
salmonSE,fastqc 3,0.1189719513280027
salmonSE,fastqc 2,0.1235711040750347
salmonSE,rsem_norm,0.0829657359723786
salmonSE,featureCounts,0.0664518030872068
salmonSE,merge_trimmed_PE,0.1332718860062823
salmonSE,trimgalorePE,0.5895322684794684
salmonSE,compare_reference_stringtie,0.1818963469004591
salmonSE,hisat2,0.1204318981271677
salmonSE,counts_matrix,0.0669319436698573
salmonSE,sortbam,0.0936690677741253
salmonSE,starSE,0.7028927084054217
salmonSE,fetch_unique_stringtie,0.2014318268319808
salmonSE,bigwig,0.4109138099224563
salmonSE,cutadapt 2,0.0924258760602493
salmonSE,cutadapt,0.1266615522062608
salmonSE,MultiQC,0.3659336961290514
salmonSE,salmon_quant_pe,0.3255031302907392
salmonSE,tximeta,0.5461222098018079
salmonSE,salmon_quant,0.3893536954791096
salmonSE,sort_bams,0.033880728016096
salmonSE,mark_dups,0.0441800089206084
salmonSE,fastp_trimming_PE,0.1194081529030863
salmonSE,salmonPE,0.8801515948993791
salmonSE,samtools_bam,0.0851271481036686
salmonSE,bamindex,0.4849737304930882
salmonSE,generate_genome_star_index,0.0595624961661781
salmonSE,run_star_pe,0.1695830315488787
salmonSE,pass1,0.0670239176964958
salmonSE,fastqc_trimmed,0.1056471589452883
salmonSE,run_multiqc,0.150144018936016
salmonSE,sampleReads,0.1627184124697717
salmonSE,pass2,0.0629914253744803
fastqScreen,run_star_se,0.04715931083347
fastqScreen,fastqc,0.1196319873077398
fastqScreen,trim_fasq_fastqc,0.0760874931594447
fastqScreen,picard_rna_seq,0.0337766876833634
fastqScreen,salmon_index_extended,0.0425635682478032
fastqScreen,fastp_trimming_SE,0.0313426478052609
fastqScreen,starindex,0.0136047033684815
fastqScreen,DRIMSeq,0.057231017847872
fastqScreen,samtools_flagstat,0.0904312535079591
fastqScreen,salmon_quant_se,0.0725502887977296
fastqScreen,feature_counts,0.0491216246785531
fastqScreen,RNA_SeqC,0.0357501182147044
fastqScreen,fastqc 6,0.2161826039358814
fastqScreen,star_genome,0.0491283816626702
fastqScreen,edgeR,0.0505611405234935
fastqScreen,startPE,0.1060810587223095
fastqScreen,tastq_to_bam_HISAT,0.0919350202098147
fastqScreen,fastqc 5,0.063568608870036
fastqScreen,multiqc 2,0.1495146723453768
fastqScreen,kallistoQuant,0.0969592560813483
fastqScreen,salmon_index,0.0457275513526332
fastqScreen,trim_galore_pe,0.0808991026357666
fastqScreen,samlon_quant,0.1037045531511573
fastqScreen,sortedbam_to_counts,0.0894466096160831
fastqScreen,featureCounts 2,0.1122597284380048
fastqScreen,fastqc 4,0.199093987130085
fastqScreen,multiqc 3,0.0321328777715968
fastqScreen,merge_trimmed_SE,0.0282420101344368
fastqScreen,trimgaloreSE,0.1079203807785776
fastqScreen,fastQCtrimmed 2,0.2952100455706617
fastqScreen,fastqcrim,0.1843193937960693
fastqScreen,sortedbam_to_rmdup,0.1118881577592505
fastqScreen,sort_index_bams,0.0191246962234381
fastqScreen,fastqc 3,0.0565647511227453
fastqScreen,fastqc 2,0.1569950337744054
fastqScreen,rsem_norm,0.056916360549712
fastqScreen,featureCounts,0.0617818363669687
fastqScreen,merge_trimmed_PE,0.0320563201619728
fastqScreen,trimgalorePE,0.0898955857946598
fastqScreen,compare_reference_stringtie,0.0267584052132459
fastqScreen,hisat2,0.1139266216530953
fastqScreen,counts_matrix,0.0470301659315827
fastqScreen,sortbam,0.0596258565365179
fastqScreen,starSE,0.1146891602935876
fastqScreen,fetch_unique_stringtie,0.0239090304394638
fastqScreen,bigwig,0.0768734720431448
fastqScreen,cutadapt 2,0.0987797804767419
fastqScreen,cutadapt,0.1048024615508518
fastqScreen,MultiQC,0.0492464253203293
fastqScreen,salmon_quant_pe,0.0781804612473688
fastqScreen,tximeta,0.0615129591266031
fastqScreen,salmon_quant,0.0661324697775248
fastqScreen,sort_bams,0.0244983850957059
fastqScreen,mark_dups,0.0379216793483173
fastqScreen,fastp_trimming_PE,0.0407900966016475
fastqScreen,salmonPE,0.1017412020058425
fastqScreen,samtools_bam,0.0739608364558029
fastqScreen,bamindex,0.0874932324407615
fastqScreen,generate_genome_star_index,0.0571974566876955
fastqScreen,run_star_pe,0.0445173882616329
fastqScreen,pass1,0.063674397925442
fastqScreen,fastqc_trimmed,0.1451375756599524
fastqScreen,run_multiqc,0.063788562856867
fastqScreen,sampleReads,0.2590945009269646
fastqScreen,pass2,0.0598434293761844
run_star_se,fastqc,0.1470120025554784
run_star_se,trim_fasq_fastqc,0.0645031761626694
run_star_se,picard_rna_seq,0.1811664407409617
run_star_se,salmon_index_extended,0.1090982941018623
run_star_se,fastp_trimming_SE,0.2374118573055887
run_star_se,starindex,0.0526302125715498
run_star_se,DRIMSeq,0.0961043385660811
run_star_se,samtools_flagstat,0.0420382366108052
run_star_se,salmon_quant_se,0.1679904436905306
run_star_se,feature_counts,0.2248386788130439
run_star_se,RNA_SeqC,0.0647716777842706
run_star_se,fastqc 6,0.0234708543520264
run_star_se,star_genome,0.1289807453033686
run_star_se,edgeR,0.0966704618011323
run_star_se,startPE,0.2150643920717991
run_star_se,tastq_to_bam_HISAT,0.0797040365307571
run_star_se,fastqc 5,0.0166577131858129
run_star_se,multiqc 2,0.0301773878497062
run_star_se,kallistoQuant,0.0345216061795204
run_star_se,salmon_index,0.1173476708568175
run_star_se,trim_galore_pe,0.0329210812428951
run_star_se,samlon_quant,0.0508339735129993
run_star_se,sortedbam_to_counts,0.058430771351859
run_star_se,featureCounts 2,0.0627456383406981
run_star_se,fastqc 4,0.0307532294896163
run_star_se,multiqc 3,0.0868320321793503
run_star_se,merge_trimmed_SE,0.3227735236827599
run_star_se,trimgaloreSE,0.1456919850163171
run_star_se,fastQCtrimmed 2,0.017566710790137
run_star_se,fastqcrim,0.02804498459723
run_star_se,sortedbam_to_rmdup,0.0868112357794717
run_star_se,sort_index_bams,0.4281879812878786
run_star_se,fastqc 3,0.0752467707313694
run_star_se,fastqc 2,0.0548771324280353
run_star_se,rsem_norm,0.1016131812864917
run_star_se,featureCounts,0.0661009402868621
run_star_se,merge_trimmed_PE,0.3090227671441309
run_star_se,trimgalorePE,0.1426101274891368
run_star_se,compare_reference_stringtie,0.0819802043318789
run_star_se,hisat2,0.0490997424937242
run_star_se,counts_matrix,0.0119998325252012
run_star_se,sortbam,0.0537302265046002
run_star_se,starSE,0.2342705530709136
run_star_se,fetch_unique_stringtie,0.0831629232880275
run_star_se,bigwig,0.167398352944031
run_star_se,cutadapt 2,0.0332426635700117
run_star_se,cutadapt,0.0357207286445357
run_star_se,MultiQC,0.0943679301385241
run_star_se,salmon_quant_pe,0.1843383230996249
run_star_se,tximeta,0.1230288123613731
run_star_se,salmon_quant,0.1719509946746158
run_star_se,sort_bams,0.4535231488880033
run_star_se,mark_dups,0.0670056452028205
run_star_se,fastp_trimming_PE,0.2226844915787831
run_star_se,salmonPE,0.1654610544700867
run_star_se,samtools_bam,0.065385234425857
run_star_se,bamindex,0.1605760722141369
run_star_se,generate_genome_star_index,0.180648417503407
run_star_se,run_star_pe,0.9602781976264508
run_star_se,pass1,0.1431109577482291
run_star_se,fastqc_trimmed,0.0493041002786832
run_star_se,run_multiqc,0.0641012620573088
run_star_se,sampleReads,0.0547159935728983
run_star_se,pass2,0.1258195048002511
fastqc,trim_fasq_fastqc,0.1692779685680192
fastqc,picard_rna_seq,0.0308690734804356
fastqc,salmon_index_extended,0.222832353753195
fastqc,fastp_trimming_SE,0.098904753024198
fastqc,starindex,0.0202901175341367
fastqc,DRIMSeq,0.3088315982010952
fastqc,samtools_flagstat,0.0898529274570562
fastqc,salmon_quant_se,0.2206738575078415
fastqc,feature_counts,0.0442980544513119
fastqc,RNA_SeqC,0.032300108851499
fastqc,fastqc 6,0.4171432121795511
fastqc,star_genome,0.0438111400042762
fastqc,edgeR,0.2836887308921882
fastqc,startPE,0.5867866671036785
fastqc,tastq_to_bam_HISAT,0.1240892262826039
fastqc,fastqc 5,0.5570837636491489
fastqc,multiqc 2,0.1836821059734277
fastqc,kallistoQuant,0.096022710729235
fastqc,salmon_index,0.2167140084881929
fastqc,trim_galore_pe,0.0657664228460423
fastqc,samlon_quant,0.1249321160662892
fastqc,sortedbam_to_counts,0.121717618017764
fastqc,featureCounts 2,0.1157968829068331
fastqc,fastqc 4,0.2028294235336237
fastqc,multiqc 3,0.0873539060343054
fastqc,merge_trimmed_SE,0.100058504145251
fastqc,trimgaloreSE,0.5967539752476989
fastqc,fastQCtrimmed 2,0.3172378491988915
fastqc,fastqcrim,0.1040542561684144
fastqc,sortedbam_to_rmdup,0.159519020456448
fastqc,sort_index_bams,0.0280259065096876
fastqc,fastqc 3,0.1935960565670475
fastqc,fastqc 2,0.5171795244763622
fastqc,rsem_norm,0.0484964368859232
fastqc,featureCounts,0.0754875104883794
fastqc,merge_trimmed_PE,0.1063849602839545
fastqc,trimgalorePE,0.5589517217167208
fastqc,compare_reference_stringtie,0.1544131896522134
fastqc,hisat2,0.1030463438516751
fastqc,counts_matrix,0.0584648308156514
fastqc,sortbam,0.0755847602583538
fastqc,starSE,0.5902442070054517
fastqc,fetch_unique_stringtie,0.1728771185847316
fastqc,bigwig,0.3841762206451359
fastqc,cutadapt 2,0.0842385827029152
fastqc,cutadapt,0.114316415946285
fastqc,MultiQC,0.3543389159964212
fastqc,salmon_quant_pe,0.2210787445090011
fastqc,tximeta,0.372589230794666
fastqc,salmon_quant,0.2622525717102336
fastqc,sort_bams,0.0374469135021349
fastqc,mark_dups,0.0374680230122039
fastqc,fastp_trimming_PE,0.0993769515621325
fastqc,salmonPE,0.5866372711801122
fastqc,samtools_bam,0.0937910039105667
fastqc,bamindex,0.4820274256042084
fastqc,generate_genome_star_index,0.050869017836502
fastqc,run_star_pe,0.1445362171937512
fastqc,pass1,0.0473961999242864
fastqc,fastqc_trimmed,0.1838508541375622
fastqc,run_multiqc,0.1271854757396453
fastqc,sampleReads,0.1816552085363019
fastqc,pass2,0.0445446087482399
trim_fasq_fastqc,picard_rna_seq,0.0326612231853945
trim_fasq_fastqc,salmon_index_extended,0.0281264231278125
trim_fasq_fastqc,fastp_trimming_SE,0.1079685964722273
trim_fasq_fastqc,starindex,0.023900987256438
trim_fasq_fastqc,DRIMSeq,0.0462578408108772
trim_fasq_fastqc,samtools_flagstat,0.0893665736956245
trim_fasq_fastqc,salmon_quant_se,0.0922879149195667
trim_fasq_fastqc,feature_counts,0.0537496251457725
trim_fasq_fastqc,RNA_SeqC,0.0397894995920121
trim_fasq_fastqc,fastqc 6,0.1159085108243341
trim_fasq_fastqc,star_genome,0.0322093049744426
trim_fasq_fastqc,edgeR,0.0448364689025658
trim_fasq_fastqc,startPE,0.1865805448230977
trim_fasq_fastqc,tastq_to_bam_HISAT,0.3268807640149
trim_fasq_fastqc,fastqc 5,0.1592545981430446
trim_fasq_fastqc,multiqc 2,0.1303941713655803
trim_fasq_fastqc,kallistoQuant,0.0909307352241739
trim_fasq_fastqc,salmon_index,0.0292398165518285
trim_fasq_fastqc,trim_galore_pe,0.1750534487688578
trim_fasq_fastqc,samlon_quant,0.0875179054817425
trim_fasq_fastqc,sortedbam_to_counts,0.1941903256900644
trim_fasq_fastqc,featureCounts 2,0.10199927541915
trim_fasq_fastqc,fastqc 4,0.092948617586637
trim_fasq_fastqc,multiqc 3,0.0379737703072801
trim_fasq_fastqc,merge_trimmed_SE,0.1306485660428315
trim_fasq_fastqc,trimgaloreSE,0.1789473813320858
trim_fasq_fastqc,fastQCtrimmed 2,0.1223590301167097
trim_fasq_fastqc,fastqcrim,0.0842126270154243
trim_fasq_fastqc,sortedbam_to_rmdup,0.2794908720072881
trim_fasq_fastqc,sort_index_bams,0.0290313379284472
trim_fasq_fastqc,fastqc 3,0.1467754255580647
trim_fasq_fastqc,fastqc 2,0.1940756880153378
trim_fasq_fastqc,rsem_norm,0.0417827721140212
trim_fasq_fastqc,featureCounts,0.0549917950918941
trim_fasq_fastqc,merge_trimmed_PE,0.1509277383795198
trim_fasq_fastqc,trimgalorePE,0.1690056343392868
trim_fasq_fastqc,compare_reference_stringtie,0.0258026841246535
trim_fasq_fastqc,hisat2,0.0695589109549219
trim_fasq_fastqc,counts_matrix,0.0954910407011778
trim_fasq_fastqc,sortbam,0.0968416293349736
trim_fasq_fastqc,starSE,0.1861848929954977
trim_fasq_fastqc,fetch_unique_stringtie,0.026918408467286
trim_fasq_fastqc,bigwig,0.1479024415571138
trim_fasq_fastqc,cutadapt 2,0.0491668046624842
trim_fasq_fastqc,cutadapt,0.1689390553253637
trim_fasq_fastqc,MultiQC,0.0516868445827227
trim_fasq_fastqc,salmon_quant_pe,0.1245657271830686
trim_fasq_fastqc,tximeta,0.0572194365681089
trim_fasq_fastqc,salmon_quant,0.1117341412392844
trim_fasq_fastqc,sort_bams,0.0439792807420748
trim_fasq_fastqc,mark_dups,0.0426776531841097
trim_fasq_fastqc,fastp_trimming_PE,0.0895616741772615
trim_fasq_fastqc,salmonPE,0.1674591668450708
trim_fasq_fastqc,samtools_bam,0.0991184788035783
trim_fasq_fastqc,bamindex,0.1037057474660668
trim_fasq_fastqc,generate_genome_star_index,0.0293332783912774
trim_fasq_fastqc,run_star_pe,0.0859697853855334
trim_fasq_fastqc,pass1,0.0869743399524376
trim_fasq_fastqc,fastqc_trimmed,0.1260728815109946
trim_fasq_fastqc,run_multiqc,0.0923391672236153
trim_fasq_fastqc,sampleReads,0.1414197880954488
trim_fasq_fastqc,pass2,0.081741530977308
picard_rna_seq,salmon_index_extended,0.0431475292758384
picard_rna_seq,fastp_trimming_SE,0.1083672737449441
picard_rna_seq,starindex,0.0203691398347762
picard_rna_seq,DRIMSeq,0.0322324556259727
picard_rna_seq,samtools_flagstat,0.0538847856007742
picard_rna_seq,salmon_quant_se,0.035257607014702
picard_rna_seq,feature_counts,0.1534922308580285
picard_rna_seq,RNA_SeqC,0.0647821088555186
picard_rna_seq,fastqc 6,0.0061031035513207
picard_rna_seq,star_genome,0.0409319828933601
picard_rna_seq,edgeR,0.0292471422831018
picard_rna_seq,startPE,0.049424812131277
picard_rna_seq,tastq_to_bam_HISAT,0.0528007828439025
picard_rna_seq,fastqc 5,0.0178219451132959
picard_rna_seq,multiqc 2,0.0243040605590053
picard_rna_seq,kallistoQuant,0.0281627510910972
picard_rna_seq,salmon_index,0.0455118156987949
picard_rna_seq,trim_galore_pe,0.0573874253918796
picard_rna_seq,samlon_quant,0.0200873023974473
picard_rna_seq,sortedbam_to_counts,0.0429604418043113
picard_rna_seq,featureCounts 2,0.0732410083490633
picard_rna_seq,fastqc 4,0.0365460704121917
picard_rna_seq,multiqc 3,0.0331995476286144
picard_rna_seq,merge_trimmed_SE,0.1114986048922772
picard_rna_seq,trimgaloreSE,0.0518327411040964
picard_rna_seq,fastQCtrimmed 2,0.0073156872007379
picard_rna_seq,fastqcrim,0.0319348537334678
picard_rna_seq,sortedbam_to_rmdup,0.2650119644756842
picard_rna_seq,sort_index_bams,0.2640703595508056
picard_rna_seq,fastqc 3,0.0216003584954635
picard_rna_seq,fastqc 2,0.0152414533006003
picard_rna_seq,rsem_norm,0.0631447071734653
picard_rna_seq,featureCounts,0.0459932078179476
picard_rna_seq,merge_trimmed_PE,0.1136863549053151
picard_rna_seq,trimgalorePE,0.0493373617124531
picard_rna_seq,compare_reference_stringtie,0.0237051976947812
picard_rna_seq,hisat2,0.053608076586936
picard_rna_seq,counts_matrix,0.0201030817584238
picard_rna_seq,sortbam,0.0959465594142251
picard_rna_seq,starSE,0.0459316865642363
picard_rna_seq,fetch_unique_stringtie,0.0226193058607996
picard_rna_seq,bigwig,0.0535455650675798
picard_rna_seq,cutadapt 2,0.0301858472453083
picard_rna_seq,cutadapt,0.0284232080900625
picard_rna_seq,MultiQC,0.0190561566337965
picard_rna_seq,salmon_quant_pe,0.0337567026040607
picard_rna_seq,tximeta,0.0430136281540602
picard_rna_seq,salmon_quant,0.0359063035706212
picard_rna_seq,sort_bams,0.2627388535334222
picard_rna_seq,mark_dups,0.3333708187715931
picard_rna_seq,fastp_trimming_PE,0.1088531964736548
picard_rna_seq,salmonPE,0.0423273772279295
picard_rna_seq,samtools_bam,0.0348441972914317
picard_rna_seq,bamindex,0.0477901386493796
picard_rna_seq,generate_genome_star_index,0.032680883398654
picard_rna_seq,run_star_pe,0.1812457171494493
picard_rna_seq,pass1,0.0751625148160627
picard_rna_seq,fastqc_trimmed,0.014199559402175
picard_rna_seq,run_multiqc,0.0951571826355454
picard_rna_seq,sampleReads,0.0246878862159229
picard_rna_seq,pass2,0.0672522099535285
salmon_index_extended,fastp_trimming_SE,0.0422593483651379
salmon_index_extended,starindex,0.0157089713010815
salmon_index_extended,DRIMSeq,0.1667129983736582
salmon_index_extended,samtools_flagstat,0.0236865921880188
salmon_index_extended,salmon_quant_se,0.2043774609607473
salmon_index_extended,feature_counts,0.0507436702530006
salmon_index_extended,RNA_SeqC,0.0364970682806449
salmon_index_extended,fastqc 6,0.0175392392174569
salmon_index_extended,star_genome,0.0394052641436473
salmon_index_extended,edgeR,0.1658486797868935
salmon_index_extended,startPE,0.2764338360833693
salmon_index_extended,tastq_to_bam_HISAT,0.0545984287124044
salmon_index_extended,fastqc 5,0.0128886731191168
salmon_index_extended,multiqc 2,0.0241925210767362
