Pair,Similarity
"salmon_quant,feature_counts",0.0
"salmon_quant,cutadapt 2",0.0
"salmon_quant,DRIMSeq",0.0
"salmon_quant,bigwig",0.0
"salmon_quant,fastqctrimmed",0.0
"salmon_quant,fastQCtrimmed 2",0.0
"salmon_quant,run_multiqc",0.0
"salmon_quant,starSE",0.0
"salmon_quant,trim_fasq_fastqc",0.0
"salmon_quant,fastqc 6",0.0
"salmon_quant,salmon_index",0.0
"fastp_trimming_PE,startPE",0.0
"fastp_trimming_PE,compare_reference_stringtie",0.0
"fastp_trimming_PE,fastp_trimming_SE",1.0
"fastp_trimming_PE,sortedbam_to_counts",0.0
"fastp_trimming_PE,fastqc 3",0.3333333333333333
"fastp_trimming_PE,fastqc_trimmed",0.25
"fastp_trimming_PE,samtools_bam",0.0
"fastp_trimming_PE,samlon_quant",0.0
"fastp_trimming_PE,kallistoQuant",0.16666666666666666
"fastp_trimming_PE,fastqc 2",0.25
"fastp_trimming_PE,tastq_to_bam_HISAT",0.0
"fastp_trimming_PE,merge_trimmed_PE",0.3333333333333333
"fastp_trimming_PE,bamindex",0.0
"fastp_trimming_PE,merge_trimmed_SE",0.3333333333333333
"fastp_trimming_PE,salmon_index_extended",0.0
"fastp_trimming_PE,featureCounts 2",0.0
"fastp_trimming_PE,tximeta",0.0
"fastp_trimming_PE,fastqScreen",0.0
"fastp_trimming_PE,multiqc 2",0.3333333333333333
"fastp_trimming_PE,trimgalorePE",0.3333333333333333
"fastp_trimming_PE,samtools_flagstat",0.0
"fastp_trimming_PE,featureCounts",0.0
"fastp_trimming_PE,counts_matrix",0.0
"fastp_trimming_PE,trimgaloreSE",0.3333333333333333
"fastp_trimming_PE,multiqc 3",0.3333333333333333
"fastp_trimming_PE,salmon_quant_pe",0.0
"fastp_trimming_PE,sort_bams",0.0
"fastp_trimming_PE,edgeR",0.25
"fastp_trimming_PE,fastqc",0.0
"fastp_trimming_PE,sampleReads",0.3333333333333333
"fastp_trimming_PE,salmon_quant_se",0.0
"fastp_trimming_PE,feature_counts",0.0
"fastp_trimming_PE,cutadapt 2",0.0
"fastp_trimming_PE,DRIMSeq",0.25
"fastp_trimming_PE,bigwig",0.0
"fastp_trimming_PE,fastqctrimmed",0.0
"fastp_trimming_PE,fastQCtrimmed 2",0.25
"fastp_trimming_PE,run_multiqc",0.3333333333333333
"fastp_trimming_PE,starSE",0.0
"fastp_trimming_PE,trim_fasq_fastqc",0.25
"fastp_trimming_PE,fastqc 6",0.25
"fastp_trimming_PE,salmon_index",0.0
"startPE,compare_reference_stringtie",0.0
"startPE,fastp_trimming_SE",0.0
"startPE,sortedbam_to_counts",0.0
"startPE,fastqc 3",0.0
"startPE,fastqc_trimmed",0.0
"startPE,samtools_bam",0.5
"startPE,samlon_quant",0.0
"startPE,kallistoQuant",0.0
"startPE,fastqc 2",0.0
"startPE,tastq_to_bam_HISAT",0.5
"startPE,merge_trimmed_PE",0.0
"startPE,bamindex",0.0
"startPE,merge_trimmed_SE",0.0
"startPE,salmon_index_extended",0.0
"startPE,featureCounts 2",0.0
"startPE,tximeta",0.0
"startPE,fastqScreen",0.0
"startPE,multiqc 2",0.0
"startPE,trimgalorePE",0.0
"startPE,samtools_flagstat",0.0
"startPE,featureCounts",0.0
"startPE,counts_matrix",0.0
"startPE,trimgaloreSE",0.0
"startPE,multiqc 3",0.0
"startPE,salmon_quant_pe",0.0
"startPE,sort_bams",1.0
"startPE,edgeR",0.0
"startPE,fastqc",0.0
"startPE,sampleReads",0.0
"startPE,salmon_quant_se",0.0
"startPE,feature_counts",0.0
"startPE,cutadapt 2",0.0
"startPE,DRIMSeq",0.0
"startPE,bigwig",0.0
"startPE,fastqctrimmed",0.0
"startPE,fastQCtrimmed 2",0.0
"startPE,run_multiqc",0.0
"startPE,starSE",1.0
"startPE,trim_fasq_fastqc",0.0
"startPE,fastqc 6",0.0
"startPE,salmon_index",0.0
"compare_reference_stringtie,fastp_trimming_SE",0.0
"compare_reference_stringtie,sortedbam_to_counts",0.0
"compare_reference_stringtie,fastqc 3",0.0
"compare_reference_stringtie,fastqc_trimmed",0.0
"compare_reference_stringtie,samtools_bam",0.0
"compare_reference_stringtie,samlon_quant",0.0
"compare_reference_stringtie,kallistoQuant",0.0
"compare_reference_stringtie,fastqc 2",0.0
"compare_reference_stringtie,tastq_to_bam_HISAT",0.0
"compare_reference_stringtie,merge_trimmed_PE",0.0
"compare_reference_stringtie,bamindex",0.0
"compare_reference_stringtie,merge_trimmed_SE",0.0
"compare_reference_stringtie,salmon_index_extended",0.0
"compare_reference_stringtie,featureCounts 2",0.0
"compare_reference_stringtie,tximeta",0.0
"compare_reference_stringtie,fastqScreen",0.0
"compare_reference_stringtie,multiqc 2",0.0
"compare_reference_stringtie,trimgalorePE",0.0
"compare_reference_stringtie,samtools_flagstat",0.0
"compare_reference_stringtie,featureCounts",0.0
"compare_reference_stringtie,counts_matrix",0.0
"compare_reference_stringtie,trimgaloreSE",0.0
"compare_reference_stringtie,multiqc 3",0.0
"compare_reference_stringtie,salmon_quant_pe",0.0
"compare_reference_stringtie,sort_bams",0.0
"compare_reference_stringtie,edgeR",0.0
"compare_reference_stringtie,fastqc",0.0
"compare_reference_stringtie,sampleReads",0.0
"compare_reference_stringtie,salmon_quant_se",0.0
"compare_reference_stringtie,feature_counts",0.0
"compare_reference_stringtie,cutadapt 2",0.0
"compare_reference_stringtie,DRIMSeq",0.0
"compare_reference_stringtie,bigwig",0.0
"compare_reference_stringtie,fastqctrimmed",0.0
"compare_reference_stringtie,fastQCtrimmed 2",0.0
"compare_reference_stringtie,run_multiqc",0.0
"compare_reference_stringtie,starSE",0.0
"compare_reference_stringtie,trim_fasq_fastqc",0.0
"compare_reference_stringtie,fastqc 6",0.0
"compare_reference_stringtie,salmon_index",0.0
"fastp_trimming_SE,sortedbam_to_counts",0.0
"fastp_trimming_SE,fastqc 3",0.3333333333333333
"fastp_trimming_SE,fastqc_trimmed",0.25
"fastp_trimming_SE,samtools_bam",0.0
"fastp_trimming_SE,samlon_quant",0.0
"fastp_trimming_SE,kallistoQuant",0.16666666666666666
"fastp_trimming_SE,fastqc 2",0.25
"fastp_trimming_SE,tastq_to_bam_HISAT",0.0
"fastp_trimming_SE,merge_trimmed_PE",0.3333333333333333
"fastp_trimming_SE,bamindex",0.0
"fastp_trimming_SE,merge_trimmed_SE",0.3333333333333333
"fastp_trimming_SE,salmon_index_extended",0.0
"fastp_trimming_SE,featureCounts 2",0.0
"fastp_trimming_SE,tximeta",0.0
"fastp_trimming_SE,fastqScreen",0.0
"fastp_trimming_SE,multiqc 2",0.3333333333333333
"fastp_trimming_SE,trimgalorePE",0.3333333333333333
"fastp_trimming_SE,samtools_flagstat",0.0
"fastp_trimming_SE,featureCounts",0.0
"fastp_trimming_SE,counts_matrix",0.0
"fastp_trimming_SE,trimgaloreSE",0.3333333333333333
"fastp_trimming_SE,multiqc 3",0.3333333333333333
"fastp_trimming_SE,salmon_quant_pe",0.0
"fastp_trimming_SE,sort_bams",0.0
"fastp_trimming_SE,edgeR",0.25
"fastp_trimming_SE,fastqc",0.0
"fastp_trimming_SE,sampleReads",0.3333333333333333
"fastp_trimming_SE,salmon_quant_se",0.0
"fastp_trimming_SE,feature_counts",0.0
"fastp_trimming_SE,cutadapt 2",0.0
"fastp_trimming_SE,DRIMSeq",0.25
"fastp_trimming_SE,bigwig",0.0
"fastp_trimming_SE,fastqctrimmed",0.0
"fastp_trimming_SE,fastQCtrimmed 2",0.25
"fastp_trimming_SE,run_multiqc",0.3333333333333333
"fastp_trimming_SE,starSE",0.0
"fastp_trimming_SE,trim_fasq_fastqc",0.25
"fastp_trimming_SE,fastqc 6",0.25
"fastp_trimming_SE,salmon_index",0.0
"sortedbam_to_counts,fastqc 3",0.0
"sortedbam_to_counts,fastqc_trimmed",0.0
"sortedbam_to_counts,samtools_bam",0.0
"sortedbam_to_counts,samlon_quant",0.0
"sortedbam_to_counts,kallistoQuant",0.0
"sortedbam_to_counts,fastqc 2",0.0
"sortedbam_to_counts,tastq_to_bam_HISAT",0.0
"sortedbam_to_counts,merge_trimmed_PE",0.0
"sortedbam_to_counts,bamindex",0.0
"sortedbam_to_counts,merge_trimmed_SE",0.0
"sortedbam_to_counts,salmon_index_extended",0.0
"sortedbam_to_counts,featureCounts 2",0.5
"sortedbam_to_counts,tximeta",0.0
"sortedbam_to_counts,fastqScreen",0.5
"sortedbam_to_counts,multiqc 2",0.0
"sortedbam_to_counts,trimgalorePE",0.0
"sortedbam_to_counts,samtools_flagstat",0.0
"sortedbam_to_counts,featureCounts",0.0
"sortedbam_to_counts,counts_matrix",1.0
"sortedbam_to_counts,trimgaloreSE",0.0
"sortedbam_to_counts,multiqc 3",0.0
"sortedbam_to_counts,salmon_quant_pe",0.0
"sortedbam_to_counts,sort_bams",0.0
"sortedbam_to_counts,edgeR",0.0
"sortedbam_to_counts,fastqc",0.0
"sortedbam_to_counts,sampleReads",0.0
"sortedbam_to_counts,salmon_quant_se",0.0
"sortedbam_to_counts,feature_counts",1.0
"sortedbam_to_counts,cutadapt 2",1.0
"sortedbam_to_counts,DRIMSeq",0.0
"sortedbam_to_counts,bigwig",0.0
"sortedbam_to_counts,fastqctrimmed",0.0
"sortedbam_to_counts,fastQCtrimmed 2",0.0
"sortedbam_to_counts,run_multiqc",0.0
"sortedbam_to_counts,starSE",0.0
"sortedbam_to_counts,trim_fasq_fastqc",0.0
"sortedbam_to_counts,fastqc 6",0.0
"sortedbam_to_counts,salmon_index",0.0
"fastqc 3,fastqc_trimmed",0.5
"fastqc 3,samtools_bam",0.0
"fastqc 3,samlon_quant",0.0
"fastqc 3,kallistoQuant",0.0
"fastqc 3,fastqc 2",0.5
"fastqc 3,tastq_to_bam_HISAT",0.0
"fastqc 3,merge_trimmed_PE",0.0
"fastqc 3,bamindex",0.0
"fastqc 3,merge_trimmed_SE",0.0
"fastqc 3,salmon_index_extended",0.0
"fastqc 3,featureCounts 2",0.0
"fastqc 3,tximeta",0.0
"fastqc 3,fastqScreen",0.0
"fastqc 3,multiqc 2",1.0
"fastqc 3,trimgalorePE",0.0
"fastqc 3,samtools_flagstat",0.0
"fastqc 3,featureCounts",0.0
"fastqc 3,counts_matrix",0.0
"fastqc 3,trimgaloreSE",0.0
"fastqc 3,multiqc 3",1.0
"fastqc 3,salmon_quant_pe",0.0
"fastqc 3,sort_bams",0.0
"fastqc 3,edgeR",0.5
"fastqc 3,fastqc",0.0
"fastqc 3,sampleReads",0.0
"fastqc 3,salmon_quant_se",0.0
"fastqc 3,feature_counts",0.0
"fastqc 3,cutadapt 2",0.0
"fastqc 3,DRIMSeq",0.5
"fastqc 3,bigwig",0.0
"fastqc 3,fastqctrimmed",0.0
"fastqc 3,fastQCtrimmed 2",0.5
"fastqc 3,run_multiqc",1.0
"fastqc 3,starSE",0.0
"fastqc 3,trim_fasq_fastqc",0.0
"fastqc 3,fastqc 6",0.5
"fastqc 3,salmon_index",0.0
"fastqc_trimmed,samtools_bam",0.0
"fastqc_trimmed,samlon_quant",0.0
"fastqc_trimmed,kallistoQuant",0.0
"fastqc_trimmed,fastqc 2",1.0
"fastqc_trimmed,tastq_to_bam_HISAT",0.0
"fastqc_trimmed,merge_trimmed_PE",0.0
"fastqc_trimmed,bamindex",0.0
"fastqc_trimmed,merge_trimmed_SE",0.0
"fastqc_trimmed,salmon_index_extended",0.0
"fastqc_trimmed,featureCounts 2",0.0
"fastqc_trimmed,tximeta",0.0
"fastqc_trimmed,fastqScreen",0.0
"fastqc_trimmed,multiqc 2",0.5
"fastqc_trimmed,trimgalorePE",0.0
"fastqc_trimmed,samtools_flagstat",0.0
"fastqc_trimmed,featureCounts",0.0
"fastqc_trimmed,counts_matrix",0.0
"fastqc_trimmed,trimgaloreSE",0.0
"fastqc_trimmed,multiqc 3",0.5
"fastqc_trimmed,salmon_quant_pe",0.0
"fastqc_trimmed,sort_bams",0.0
"fastqc_trimmed,edgeR",0.3333333333333333
"fastqc_trimmed,fastqc",0.5
"fastqc_trimmed,sampleReads",0.0
"fastqc_trimmed,salmon_quant_se",0.0
"fastqc_trimmed,feature_counts",0.0
"fastqc_trimmed,cutadapt 2",0.0
"fastqc_trimmed,DRIMSeq",0.3333333333333333
"fastqc_trimmed,bigwig",0.0
"fastqc_trimmed,fastqctrimmed",0.5
"fastqc_trimmed,fastQCtrimmed 2",1.0
"fastqc_trimmed,run_multiqc",0.5
"fastqc_trimmed,starSE",0.0
"fastqc_trimmed,trim_fasq_fastqc",0.3333333333333333
"fastqc_trimmed,fastqc 6",1.0
"fastqc_trimmed,salmon_index",0.0
"samtools_bam,samlon_quant",0.0
"samtools_bam,kallistoQuant",0.0
"samtools_bam,fastqc 2",0.0
"samtools_bam,tastq_to_bam_HISAT",0.3333333333333333
"samtools_bam,merge_trimmed_PE",0.0
"samtools_bam,bamindex",0.0
"samtools_bam,merge_trimmed_SE",0.0
"samtools_bam,salmon_index_extended",0.0
"samtools_bam,featureCounts 2",0.0
"samtools_bam,tximeta",0.0
"samtools_bam,fastqScreen",0.0
"samtools_bam,multiqc 2",0.0
"samtools_bam,trimgalorePE",0.0
"samtools_bam,samtools_flagstat",0.3333333333333333
"samtools_bam,featureCounts",0.25
"samtools_bam,counts_matrix",0.0
"samtools_bam,trimgaloreSE",0.0
"samtools_bam,multiqc 3",0.0
"samtools_bam,salmon_quant_pe",0.0
"samtools_bam,sort_bams",0.5
"samtools_bam,edgeR",0.0
"samtools_bam,fastqc",0.0
"samtools_bam,sampleReads",0.0
"samtools_bam,salmon_quant_se",0.0
"samtools_bam,feature_counts",0.0
"samtools_bam,cutadapt 2",0.0
"samtools_bam,DRIMSeq",0.0
"samtools_bam,bigwig",0.0
"samtools_bam,fastqctrimmed",0.0
"samtools_bam,fastQCtrimmed 2",0.0
"samtools_bam,run_multiqc",0.0
"samtools_bam,starSE",0.5
"samtools_bam,trim_fasq_fastqc",0.0
"samtools_bam,fastqc 6",0.0
"samtools_bam,salmon_index",0.0
"samlon_quant,kallistoQuant",0.0
"samlon_quant,fastqc 2",0.0
"samlon_quant,tastq_to_bam_HISAT",0.0
"samlon_quant,merge_trimmed_PE",0.0
"samlon_quant,bamindex",0.0
"samlon_quant,merge_trimmed_SE",0.0
"samlon_quant,salmon_index_extended",0.0
"samlon_quant,featureCounts 2",0.0
"samlon_quant,tximeta",0.0
"samlon_quant,fastqScreen",0.0
"samlon_quant,multiqc 2",0.0
"samlon_quant,trimgalorePE",0.0
"samlon_quant,samtools_flagstat",0.0
"samlon_quant,featureCounts",0.0
"samlon_quant,counts_matrix",0.0
"samlon_quant,trimgaloreSE",0.0
"samlon_quant,multiqc 3",0.0
"samlon_quant,salmon_quant_pe",1.0
"samlon_quant,sort_bams",0.0
"samlon_quant,edgeR",0.0
"samlon_quant,fastqc",0.0
"samlon_quant,sampleReads",0.0
"samlon_quant,salmon_quant_se",1.0
"samlon_quant,feature_counts",0.0
"samlon_quant,cutadapt 2",0.0
"samlon_quant,DRIMSeq",0.0
"samlon_quant,bigwig",0.0
"samlon_quant,fastqctrimmed",0.0
"samlon_quant,fastQCtrimmed 2",0.0
"samlon_quant,run_multiqc",0.0
"samlon_quant,starSE",0.0
"samlon_quant,trim_fasq_fastqc",0.0
"samlon_quant,fastqc 6",0.0
"samlon_quant,salmon_index",0.0
"kallistoQuant,fastqc 2",0.0
"kallistoQuant,tastq_to_bam_HISAT",0.0
"kallistoQuant,merge_trimmed_PE",0.0
"kallistoQuant,bamindex",0.0
"kallistoQuant,merge_trimmed_SE",0.0
"kallistoQuant,salmon_index_extended",0.0
"kallistoQuant,featureCounts 2",0.0
"kallistoQuant,tximeta",0.0
"kallistoQuant,fastqScreen",0.0
"kallistoQuant,multiqc 2",0.0
"kallistoQuant,trimgalorePE",0.0
"kallistoQuant,samtools_flagstat",0.0
"kallistoQuant,featureCounts",0.0
"kallistoQuant,counts_matrix",0.0
"kallistoQuant,trimgaloreSE",0.0
"kallistoQuant,multiqc 3",0.0
"kallistoQuant,salmon_quant_pe",0.0
"kallistoQuant,sort_bams",0.0
"kallistoQuant,edgeR",0.0
"kallistoQuant,fastqc",0.0
"kallistoQuant,sampleReads",0.0
"kallistoQuant,salmon_quant_se",0.0
"kallistoQuant,feature_counts",0.0
"kallistoQuant,cutadapt 2",0.0
"kallistoQuant,DRIMSeq",0.0
"kallistoQuant,bigwig",0.0
"kallistoQuant,fastqctrimmed",0.0
"kallistoQuant,fastQCtrimmed 2",0.0
"kallistoQuant,run_multiqc",0.0
"kallistoQuant,starSE",0.0
"kallistoQuant,trim_fasq_fastqc",0.0
"kallistoQuant,fastqc 6",0.0
"kallistoQuant,salmon_index",0.0
"fastqc 2,tastq_to_bam_HISAT",0.0
"fastqc 2,merge_trimmed_PE",0.0
"fastqc 2,bamindex",0.0
"fastqc 2,merge_trimmed_SE",0.0
"fastqc 2,salmon_index_extended",0.0
"fastqc 2,featureCounts 2",0.0
"fastqc 2,tximeta",0.0
"fastqc 2,fastqScreen",0.0
"fastqc 2,multiqc 2",0.5
"fastqc 2,trimgalorePE",0.0
"fastqc 2,samtools_flagstat",0.0
"fastqc 2,featureCounts",0.0
"fastqc 2,counts_matrix",0.0
"fastqc 2,trimgaloreSE",0.0
"fastqc 2,multiqc 3",0.5
"fastqc 2,salmon_quant_pe",0.0
"fastqc 2,sort_bams",0.0
"fastqc 2,edgeR",0.3333333333333333
"fastqc 2,fastqc",0.5
"fastqc 2,sampleReads",0.0
"fastqc 2,salmon_quant_se",0.0
"fastqc 2,feature_counts",0.0
"fastqc 2,cutadapt 2",0.0
"fastqc 2,DRIMSeq",0.3333333333333333
"fastqc 2,bigwig",0.0
"fastqc 2,fastqctrimmed",0.5
"fastqc 2,fastQCtrimmed 2",1.0
"fastqc 2,run_multiqc",0.5
"fastqc 2,starSE",0.0
"fastqc 2,trim_fasq_fastqc",0.3333333333333333
"fastqc 2,fastqc 6",1.0
"fastqc 2,salmon_index",0.0
"tastq_to_bam_HISAT,merge_trimmed_PE",0.0
"tastq_to_bam_HISAT,bamindex",0.5
"tastq_to_bam_HISAT,merge_trimmed_SE",0.0
"tastq_to_bam_HISAT,salmon_index_extended",0.0
"tastq_to_bam_HISAT,featureCounts 2",0.0
"tastq_to_bam_HISAT,tximeta",0.0
"tastq_to_bam_HISAT,fastqScreen",0.0
"tastq_to_bam_HISAT,multiqc 2",0.0
"tastq_to_bam_HISAT,trimgalorePE",0.0
"tastq_to_bam_HISAT,samtools_flagstat",0.0
"tastq_to_bam_HISAT,featureCounts",0.0
"tastq_to_bam_HISAT,counts_matrix",0.0
"tastq_to_bam_HISAT,trimgaloreSE",0.0
"tastq_to_bam_HISAT,multiqc 3",0.0
"tastq_to_bam_HISAT,salmon_quant_pe",0.0
"tastq_to_bam_HISAT,sort_bams",0.5
"tastq_to_bam_HISAT,edgeR",0.0
"tastq_to_bam_HISAT,fastqc",0.0
"tastq_to_bam_HISAT,sampleReads",0.0
"tastq_to_bam_HISAT,salmon_quant_se",0.0
"tastq_to_bam_HISAT,feature_counts",0.0
"tastq_to_bam_HISAT,cutadapt 2",0.0
"tastq_to_bam_HISAT,DRIMSeq",0.0
"tastq_to_bam_HISAT,bigwig",0.0
"tastq_to_bam_HISAT,fastqctrimmed",0.0
"tastq_to_bam_HISAT,fastQCtrimmed 2",0.0
"tastq_to_bam_HISAT,run_multiqc",0.0
"tastq_to_bam_HISAT,starSE",0.5
"tastq_to_bam_HISAT,trim_fasq_fastqc",0.0
"tastq_to_bam_HISAT,fastqc 6",0.0
"tastq_to_bam_HISAT,salmon_index",0.0
"merge_trimmed_PE,bamindex",0.0
"merge_trimmed_PE,merge_trimmed_SE",1.0
"merge_trimmed_PE,salmon_index_extended",0.0
"merge_trimmed_PE,featureCounts 2",0.0
"merge_trimmed_PE,tximeta",0.0
"merge_trimmed_PE,fastqScreen",0.0
"merge_trimmed_PE,multiqc 2",0.0
"merge_trimmed_PE,trimgalorePE",1.0
"merge_trimmed_PE,samtools_flagstat",0.0
"merge_trimmed_PE,featureCounts",0.0
"merge_trimmed_PE,counts_matrix",0.0
"merge_trimmed_PE,trimgaloreSE",1.0
"merge_trimmed_PE,multiqc 3",0.0
"merge_trimmed_PE,salmon_quant_pe",0.0
"merge_trimmed_PE,sort_bams",0.0
"merge_trimmed_PE,edgeR",0.0
"merge_trimmed_PE,fastqc",0.0
"merge_trimmed_PE,sampleReads",1.0
"merge_trimmed_PE,salmon_quant_se",0.0
"merge_trimmed_PE,feature_counts",0.0
"merge_trimmed_PE,cutadapt 2",0.0
"merge_trimmed_PE,DRIMSeq",0.0
"merge_trimmed_PE,bigwig",0.0
"merge_trimmed_PE,fastqctrimmed",0.0
"merge_trimmed_PE,fastQCtrimmed 2",0.0
"merge_trimmed_PE,run_multiqc",0.0
"merge_trimmed_PE,starSE",0.0
"merge_trimmed_PE,trim_fasq_fastqc",0.5
"merge_trimmed_PE,fastqc 6",0.0
"merge_trimmed_PE,salmon_index",0.0
"bamindex,merge_trimmed_SE",0.0
"bamindex,salmon_index_extended",0.0
"bamindex,featureCounts 2",0.0
"bamindex,tximeta",0.0
"bamindex,fastqScreen",0.0
"bamindex,multiqc 2",0.0
"bamindex,trimgalorePE",0.0
"bamindex,samtools_flagstat",0.0
"bamindex,featureCounts",0.0
"bamindex,counts_matrix",0.0
"bamindex,trimgaloreSE",0.0
"bamindex,multiqc 3",0.0
"bamindex,salmon_quant_pe",0.0
"bamindex,sort_bams",0.0
"bamindex,edgeR",0.0
"bamindex,fastqc",0.0
"bamindex,sampleReads",0.0
"bamindex,salmon_quant_se",0.0
"bamindex,feature_counts",0.0
"bamindex,cutadapt 2",0.0
"bamindex,DRIMSeq",0.0
"bamindex,bigwig",0.0
"bamindex,fastqctrimmed",0.0
"bamindex,fastQCtrimmed 2",0.0
"bamindex,run_multiqc",0.0
"bamindex,starSE",0.0
"bamindex,trim_fasq_fastqc",0.0
"bamindex,fastqc 6",0.0
"bamindex,salmon_index",0.0
"merge_trimmed_SE,salmon_index_extended",0.0
"merge_trimmed_SE,featureCounts 2",0.0
"merge_trimmed_SE,tximeta",0.0
"merge_trimmed_SE,fastqScreen",0.0
"merge_trimmed_SE,multiqc 2",0.0
"merge_trimmed_SE,trimgalorePE",1.0
"merge_trimmed_SE,samtools_flagstat",0.0
"merge_trimmed_SE,featureCounts",0.0
"merge_trimmed_SE,counts_matrix",0.0
"merge_trimmed_SE,trimgaloreSE",1.0
"merge_trimmed_SE,multiqc 3",0.0
"merge_trimmed_SE,salmon_quant_pe",0.0
"merge_trimmed_SE,sort_bams",0.0
"merge_trimmed_SE,edgeR",0.0
"merge_trimmed_SE,fastqc",0.0
"merge_trimmed_SE,sampleReads",1.0
"merge_trimmed_SE,salmon_quant_se",0.0
"merge_trimmed_SE,feature_counts",0.0
"merge_trimmed_SE,cutadapt 2",0.0
"merge_trimmed_SE,DRIMSeq",0.0
"merge_trimmed_SE,bigwig",0.0
"merge_trimmed_SE,fastqctrimmed",0.0
"merge_trimmed_SE,fastQCtrimmed 2",0.0
"merge_trimmed_SE,run_multiqc",0.0
"merge_trimmed_SE,starSE",0.0
"merge_trimmed_SE,trim_fasq_fastqc",0.5
"merge_trimmed_SE,fastqc 6",0.0
"merge_trimmed_SE,salmon_index",0.0
"salmon_index_extended,featureCounts 2",0.0
"salmon_index_extended,tximeta",0.0
"salmon_index_extended,fastqScreen",0.0
"salmon_index_extended,multiqc 2",0.0
"salmon_index_extended,trimgalorePE",0.0
"salmon_index_extended,samtools_flagstat",0.0
"salmon_index_extended,featureCounts",0.0
"salmon_index_extended,counts_matrix",0.0
"salmon_index_extended,trimgaloreSE",0.0
"salmon_index_extended,multiqc 3",0.0
"salmon_index_extended,salmon_quant_pe",0.0
"salmon_index_extended,sort_bams",0.0
"salmon_index_extended,edgeR",0.0
"salmon_index_extended,fastqc",0.0
"salmon_index_extended,sampleReads",0.0
"salmon_index_extended,salmon_quant_se",0.0
"salmon_index_extended,feature_counts",0.0
"salmon_index_extended,cutadapt 2",0.0
"salmon_index_extended,DRIMSeq",0.0
"salmon_index_extended,bigwig",0.0
"salmon_index_extended,fastqctrimmed",0.0
"salmon_index_extended,fastQCtrimmed 2",0.0
"salmon_index_extended,run_multiqc",0.0
"salmon_index_extended,starSE",0.0
"salmon_index_extended,trim_fasq_fastqc",0.0
"salmon_index_extended,fastqc 6",0.0
"salmon_index_extended,salmon_index",1.0
"featureCounts 2,tximeta",0.0
"featureCounts 2,fastqScreen",0.3333333333333333
"featureCounts 2,multiqc 2",0.0
"featureCounts 2,trimgalorePE",0.0
"featureCounts 2,samtools_flagstat",0.0
"featureCounts 2,featureCounts",0.25
"featureCounts 2,counts_matrix",0.5
"featureCounts 2,trimgaloreSE",0.0
"featureCounts 2,multiqc 3",0.0
"featureCounts 2,salmon_quant_pe",0.0
"featureCounts 2,sort_bams",0.0
"featureCounts 2,edgeR",0.0
"featureCounts 2,fastqc",0.0
"featureCounts 2,sampleReads",0.0
"featureCounts 2,salmon_quant_se",0.0
"featureCounts 2,feature_counts",0.5
"featureCounts 2,cutadapt 2",0.5
"featureCounts 2,DRIMSeq",0.0
"featureCounts 2,bigwig",0.0
"featureCounts 2,fastqctrimmed",0.0
"featureCounts 2,fastQCtrimmed 2",0.0
"featureCounts 2,run_multiqc",0.0
"featureCounts 2,starSE",0.0
"featureCounts 2,trim_fasq_fastqc",0.0
"featureCounts 2,fastqc 6",0.0
"featureCounts 2,salmon_index",0.0
"tximeta,fastqScreen",0.0
"tximeta,multiqc 2",0.0
"tximeta,trimgalorePE",0.0
"tximeta,samtools_flagstat",0.0
"tximeta,featureCounts",0.0
"tximeta,counts_matrix",0.0
"tximeta,trimgaloreSE",0.0
"tximeta,multiqc 3",0.0
"tximeta,salmon_quant_pe",0.0
"tximeta,sort_bams",0.0
"tximeta,edgeR",0.5
"tximeta,fastqc",0.0
"tximeta,sampleReads",0.0
"tximeta,salmon_quant_se",0.0
"tximeta,feature_counts",0.0
"tximeta,cutadapt 2",0.0
"tximeta,DRIMSeq",0.5
"tximeta,bigwig",0.0
"tximeta,fastqctrimmed",0.0
"tximeta,fastQCtrimmed 2",0.0
"tximeta,run_multiqc",0.0
"tximeta,starSE",0.0
"tximeta,trim_fasq_fastqc",0.0
"tximeta,fastqc 6",0.0
"tximeta,salmon_index",0.0
"fastqScreen,multiqc 2",0.0
"fastqScreen,trimgalorePE",0.0
"fastqScreen,samtools_flagstat",0.0
"fastqScreen,featureCounts",0.0
"fastqScreen,counts_matrix",0.5
"fastqScreen,trimgaloreSE",0.0
"fastqScreen,multiqc 3",0.0
"fastqScreen,salmon_quant_pe",0.0
"fastqScreen,sort_bams",0.0
"fastqScreen,edgeR",0.0
"fastqScreen,fastqc",0.0
"fastqScreen,sampleReads",0.0
"fastqScreen,salmon_quant_se",0.0
"fastqScreen,feature_counts",0.5
"fastqScreen,cutadapt 2",0.5
"fastqScreen,DRIMSeq",0.0
"fastqScreen,bigwig",0.0
"fastqScreen,fastqctrimmed",0.0
"fastqScreen,fastQCtrimmed 2",0.0
"fastqScreen,run_multiqc",0.0
"fastqScreen,starSE",0.0
"fastqScreen,trim_fasq_fastqc",0.0
"fastqScreen,fastqc 6",0.0
"fastqScreen,salmon_index",0.0
"multiqc 2,trimgalorePE",0.0
"multiqc 2,samtools_flagstat",0.0
"multiqc 2,featureCounts",0.0
"multiqc 2,counts_matrix",0.0
"multiqc 2,trimgaloreSE",0.0
"multiqc 2,multiqc 3",1.0
"multiqc 2,salmon_quant_pe",0.0
"multiqc 2,sort_bams",0.0
"multiqc 2,edgeR",0.5
"multiqc 2,fastqc",0.0
"multiqc 2,sampleReads",0.0
