Pair,Similarity
"map.txt,hisat2.txt",0.19999999999999996
"map.txt,counts_matrix.txt",0.1854354354354354
"map.txt,sortbam.txt",0.17678571428571432
"map.txt,starSE.txt",0.22231833910034604
"map.txt,fetch_unique_stringtie.txt",0.20892857142857146
"map.txt,bigwig.txt",0.24801587301587302
"map.txt,cutadapt 2.txt",0.1813880126182965
"map.txt,cutadapt.txt",0.20714285714285718
"map.txt,MultiQC.txt",0.14642857142857146
"map.txt,salmon_quant_pe.txt",0.19925280199252804
"map.txt,tximeta.txt",0.19104477611940296
"map.txt,salmon_quant.txt",0.2044257112750263
"map.txt,sort_bams.txt",0.18571428571428572
"map.txt,mark_dups.txt",0.13532513181019334
"map.txt,fastp_trimming_PE.txt",0.18728222996515675
"map.txt,salmonPE.txt",0.19467061435973354
"map.txt,samtools_bam.txt",0.18392857142857144
"map.txt,bamindex.txt",0.15714285714285714
"map.txt,generate_genome_star_index.txt",0.18035714285714288
"map.txt,run_star_pe.txt",0.210239651416122
"map.txt,pass1.txt",0.21047708138447152
"map.txt,fastqc_trimmed.txt",0.2410714285714286
"map.txt,run_multiqc.txt",0.17500000000000004
"map.txt,sampleReads.txt",0.23035714285714282
"map.txt,pass2.txt",0.20347826086956522
"fastqctrimmed.txt,expressbam.txt",0.20424836601307195
"fastqctrimmed.txt,salmonSE.txt",0.36701620591039086
"fastqctrimmed.txt,fastqScreen.txt",0.21078431372549022
"fastqctrimmed.txt,run_star_se.txt",0.24731182795698925
"fastqctrimmed.txt,fastqc.txt",0.8741830065359477
"fastqctrimmed.txt,trim_fasq_fastqc.txt",0.0919451419741163
"fastqctrimmed.txt,picard_rna_seq.txt",0.19771241830065356
"fastqctrimmed.txt,salmon_index_extended.txt",0.22565687789799072
"fastqctrimmed.txt,fastp_trimming_SE.txt",0.23113207547169812
"fastqctrimmed.txt,starindex.txt",0.1683006535947712
"fastqctrimmed.txt,DRIMSeq.txt",0.31007067137809186
"fastqctrimmed.txt,samtools_flagstat.txt",0.196078431372549
"fastqctrimmed.txt,salmon_quant_se.txt",0.23469387755102045
"fastqctrimmed.txt,feature_counts.txt",0.21337126600284495
"fastqctrimmed.txt,RNA_SeqC.txt",0.1895424836601307
"fastqctrimmed.txt,fastqc 6.txt",0.21895424836601307
"fastqctrimmed.txt,star_genome.txt",0.1565934065934066
"fastqctrimmed.txt,edgeR.txt",0.303411131059246
"fastqctrimmed.txt,startPE.txt",0.2806297056810404
"fastqctrimmed.txt,tastq_to_bam_HISAT.txt",0.12024048096192386
"fastqctrimmed.txt,fastqc 5.txt",0.1895424836601307
"fastqctrimmed.txt,multiqc 2.txt",0.2336601307189542
"fastqctrimmed.txt,kallistoQuant.txt",0.19117647058823528
"fastqctrimmed.txt,salmon_index.txt",0.24183006535947715
"fastqctrimmed.txt,trim_galore_pe.txt",0.19771241830065356
"fastqctrimmed.txt,samlon_quant.txt",0.2450980392156863
"fastqctrimmed.txt,sortedbam_to_counts.txt",0.1398697291738087
"fastqctrimmed.txt,featureCounts 2.txt",0.2450980392156863
"fastqctrimmed.txt,fastqc 4.txt",0.24019607843137258
"fastqctrimmed.txt,multiqc 3.txt",0.2712418300653595
"fastqctrimmed.txt,merge_trimmed_SE.txt",0.2222222222222222
"fastqctrimmed.txt,trimgaloreSE.txt",0.6048632218844985
"fastqctrimmed.txt,fastQCtrimmed 2.txt",0.23856209150326801
"fastqctrimmed.txt,fastqcrim.txt",0.2598039215686274
"fastqctrimmed.txt,sortedbam_to_rmdup.txt",0.1735187424425635
"fastqctrimmed.txt,sort_index_bams.txt",0.21405228758169936
"fastqctrimmed.txt,fastqc 3.txt",0.19771241830065356
"fastqctrimmed.txt,fastqc 2.txt",0.2663398692810458
"fastqctrimmed.txt,rsem_norm.txt",0.13658536585365855
"fastqctrimmed.txt,featureCounts.txt",0.22058823529411764
"fastqctrimmed.txt,merge_trimmed_PE.txt",0.17515923566878977
"fastqctrimmed.txt,trimgalorePE.txt",0.4665981500513875
"fastqctrimmed.txt,compare_reference_stringtie.txt",0.26307189542483655
"fastqctrimmed.txt,hisat2.txt",0.2336601307189542
"fastqctrimmed.txt,counts_matrix.txt",0.19819819819819817
"fastqctrimmed.txt,sortbam.txt",0.2124183006535948
"fastqctrimmed.txt,starSE.txt",0.3243944636678201
"fastqctrimmed.txt,fetch_unique_stringtie.txt",0.261437908496732
"fastqctrimmed.txt,bigwig.txt",0.41666666666666663
"fastqctrimmed.txt,cutadapt 2.txt",0.14195583596214512
"fastqctrimmed.txt,cutadapt.txt",0.25163398692810457
"fastqctrimmed.txt,MultiQC.txt",0.6143790849673203
"fastqctrimmed.txt,salmon_quant_pe.txt",0.24034869240348689
"fastqctrimmed.txt,tximeta.txt",0.300497512437811
"fastqctrimmed.txt,salmon_quant.txt",0.2676501580611169
"fastqctrimmed.txt,sort_bams.txt",0.21405228758169936
"fastqctrimmed.txt,mark_dups.txt",0.12745098039215685
"fastqctrimmed.txt,fastp_trimming_PE.txt",0.22996515679442509
"fastqctrimmed.txt,salmonPE.txt",0.3160621761658031
"fastqctrimmed.txt,samtools_bam.txt",0.19444444444444442
"fastqctrimmed.txt,bamindex.txt",0.5620915032679739
"fastqctrimmed.txt,generate_genome_star_index.txt",0.18137254901960786
"fastqctrimmed.txt,run_star_pe.txt",0.22766884531590414
"fastqctrimmed.txt,pass1.txt",0.18241347053320855
"fastqctrimmed.txt,fastqc_trimmed.txt",0.2826797385620915
"fastqctrimmed.txt,run_multiqc.txt",0.22712418300653592
"fastqctrimmed.txt,sampleReads.txt",0.23529411764705888
"fastqctrimmed.txt,pass2.txt",0.18521739130434778
"expressbam.txt,salmonSE.txt",0.14299332697807432
"expressbam.txt,fastqScreen.txt",0.23562152133580705
"expressbam.txt,run_star_se.txt",0.15890083632019114
"expressbam.txt,fastqc.txt",0.20458265139116205
"expressbam.txt,trim_fasq_fastqc.txt",0.03805292640525404
"expressbam.txt,picard_rna_seq.txt",0.22784810126582278
"expressbam.txt,salmon_index_extended.txt",0.19165378670788258
"expressbam.txt,fastp_trimming_SE.txt",0.14150943396226412
"expressbam.txt,starindex.txt",0.20627802690582964
"expressbam.txt,DRIMSeq.txt",0.11837455830388688
"expressbam.txt,samtools_flagstat.txt",0.30493273542600896
"expressbam.txt,salmon_quant_se.txt",0.19096209912536444
"expressbam.txt,feature_counts.txt",0.17354196301564717
"expressbam.txt,RNA_SeqC.txt",0.17907444668008043
"expressbam.txt,fastqc 6.txt",0.2007434944237918
"expressbam.txt,star_genome.txt",0.1648351648351648
"expressbam.txt,edgeR.txt",0.1202872531418312
"expressbam.txt,startPE.txt",0.11293634496919913
"expressbam.txt,tastq_to_bam_HISAT.txt",0.054680790151731995
"expressbam.txt,fastqc 5.txt",0.4304932735426009
"expressbam.txt,multiqc 2.txt",0.24121779859484782
"expressbam.txt,kallistoQuant.txt",0.1871345029239766
"expressbam.txt,salmon_index.txt",0.21165048543689324
"expressbam.txt,trim_galore_pe.txt",0.1902912621359223
"expressbam.txt,samlon_quant.txt",0.3473389355742297
"expressbam.txt,sortedbam_to_counts.txt",0.06513541309564619
"expressbam.txt,featureCounts 2.txt",0.24571428571428566
"expressbam.txt,fastqc 4.txt",0.20498614958448758
"expressbam.txt,multiqc 3.txt",0.18584070796460173
"expressbam.txt,merge_trimmed_SE.txt",0.23316062176165808
"expressbam.txt,trimgaloreSE.txt",0.19148936170212771
"expressbam.txt,fastQCtrimmed 2.txt",0.23487544483985767
"expressbam.txt,fastqcrim.txt",0.22250639386189264
"expressbam.txt,sortedbam_to_rmdup.txt",0.10036275695284158
"expressbam.txt,sort_index_bams.txt",0.22421524663677128
"expressbam.txt,fastqc 3.txt",0.2072072072072072
"expressbam.txt,fastqc 2.txt",0.3104575163398693
"expressbam.txt,rsem_norm.txt",0.17886178861788615
"expressbam.txt,featureCounts.txt",0.30196936542669583
"expressbam.txt,merge_trimmed_PE.txt",0.17356687898089174
"expressbam.txt,trimgalorePE.txt",0.1459403905447071
"expressbam.txt,compare_reference_stringtie.txt",0.21739130434782605
"expressbam.txt,hisat2.txt",0.2450980392156863
"expressbam.txt,counts_matrix.txt",0.10360360360360366
"expressbam.txt,sortbam.txt",0.2959641255605381
"expressbam.txt,starSE.txt",0.1349480968858131
"expressbam.txt,fetch_unique_stringtie.txt",0.24264705882352944
"expressbam.txt,bigwig.txt",0.14186507936507942
"expressbam.txt,cutadapt 2.txt",0.14668769716088326
"expressbam.txt,cutadapt.txt",0.30743243243243246
"expressbam.txt,MultiQC.txt",0.1856866537717602
"expressbam.txt,salmon_quant_pe.txt",0.17434620174346205
"expressbam.txt,tximeta.txt",0.1333333333333333
"expressbam.txt,salmon_quant.txt",0.15700737618545835
"expressbam.txt,sort_bams.txt",0.2825112107623319
"expressbam.txt,mark_dups.txt",0.17574692442882245
"expressbam.txt,fastp_trimming_PE.txt",0.1376306620209059
"expressbam.txt,salmonPE.txt",0.11769059955588457
"expressbam.txt,samtools_bam.txt",0.3363228699551569
"expressbam.txt,bamindex.txt",0.23391812865497075
"expressbam.txt,generate_genome_star_index.txt",0.21982758620689657
"expressbam.txt,run_star_pe.txt",0.15359477124183007
"expressbam.txt,pass1.txt",0.12722170252572496
"expressbam.txt,fastqc_trimmed.txt",0.31754874651810583
"expressbam.txt,run_multiqc.txt",0.20261437908496727
"expressbam.txt,sampleReads.txt",0.30523255813953487
"expressbam.txt,pass2.txt",0.12
"salmonSE.txt,fastqScreen.txt",0.20495710200190653
"salmonSE.txt,run_star_se.txt",0.21258341277407056
"salmonSE.txt,fastqc.txt",0.36415633937082936
"salmonSE.txt,trim_fasq_fastqc.txt",0.13115704075719525
"salmonSE.txt,picard_rna_seq.txt",0.1734985700667302
"salmonSE.txt,salmon_index_extended.txt",0.2821734985700667
"salmonSE.txt,fastp_trimming_SE.txt",0.19811320754716977
"salmonSE.txt,starindex.txt",0.11725452812202097
"salmonSE.txt,DRIMSeq.txt",0.2208480565371025
"salmonSE.txt,samtools_flagstat.txt",0.14013346043851282
"salmonSE.txt,salmon_quant_se.txt",0.2869399428026692
"salmonSE.txt,feature_counts.txt",0.22974261201143942
"salmonSE.txt,RNA_SeqC.txt",0.20686367969494757
"salmonSE.txt,fastqc 6.txt",0.14489990467111535
"salmonSE.txt,star_genome.txt",0.2116301239275501
"salmonSE.txt,edgeR.txt",0.20377019748653502
"salmonSE.txt,startPE.txt",0.5633127994524298
"salmonSE.txt,tastq_to_bam_HISAT.txt",0.1674778127683939
"salmonSE.txt,fastqc 5.txt",0.10676835081029556
"salmonSE.txt,multiqc 2.txt",0.2163965681601525
"salmonSE.txt,kallistoQuant.txt",0.22306959008579597
"salmonSE.txt,salmon_index.txt",0.26978074356530024
"salmonSE.txt,trim_galore_pe.txt",0.219256434699714
"salmonSE.txt,samlon_quant.txt",0.21830314585319355
"salmonSE.txt,sortedbam_to_counts.txt",0.1960918752142612
"salmonSE.txt,featureCounts 2.txt",0.224976167778837
"salmonSE.txt,fastqc 4.txt",0.18779790276453767
"salmonSE.txt,multiqc 3.txt",0.2278360343183985
"salmonSE.txt,merge_trimmed_SE.txt",0.20495710200190653
"salmonSE.txt,trimgaloreSE.txt",0.37273593898951385
"salmonSE.txt,fastQCtrimmed 2.txt",0.1515729265967588
"salmonSE.txt,fastqcrim.txt",0.19351763584366066
"salmonSE.txt,sortedbam_to_rmdup.txt",0.21039903264812576
"salmonSE.txt,sort_index_bams.txt",0.1439466158245949
"salmonSE.txt,fastqc 3.txt",0.25834127740705437
"salmonSE.txt,fastqc 2.txt",0.1763584366062917
"salmonSE.txt,rsem_norm.txt",0.21067683508102952
"salmonSE.txt,featureCounts.txt",0.19637750238322216
"salmonSE.txt,merge_trimmed_PE.txt",0.24785510009532885
"salmonSE.txt,trimgalorePE.txt",0.38322211630123926
"salmonSE.txt,compare_reference_stringtie.txt",0.19351763584366066
"salmonSE.txt,hisat2.txt",0.1677788369876072
"salmonSE.txt,counts_matrix.txt",0.1996996996996997
"salmonSE.txt,sortbam.txt",0.13155386081982845
"salmonSE.txt,starSE.txt",0.6946366782006921
"salmonSE.txt,fetch_unique_stringtie.txt",0.2163965681601525
"salmonSE.txt,bigwig.txt",0.2955195424213537
"salmonSE.txt,cutadapt 2.txt",0.2059103908484271
"salmonSE.txt,cutadapt.txt",0.16968541468064824
"salmonSE.txt,MultiQC.txt",0.325071496663489
"salmonSE.txt,salmon_quant_pe.txt",0.25929456625357483
"salmonSE.txt,tximeta.txt",0.31839847473784555
"salmonSE.txt,salmon_quant.txt",0.23736892278360344
"salmonSE.txt,sort_bams.txt",0.14204003813155386
"salmonSE.txt,mark_dups.txt",0.1868446139180172
"salmonSE.txt,fastp_trimming_PE.txt",0.20034843205574915
"salmonSE.txt,salmonPE.txt",0.7364914877868245
"salmonSE.txt,samtools_bam.txt",0.1353670162059104
"salmonSE.txt,bamindex.txt",0.342230695900858
"salmonSE.txt,generate_genome_star_index.txt",0.18398474737845572
"salmonSE.txt,run_star_pe.txt",0.2087702573879886
"salmonSE.txt,pass1.txt",0.12628624883068285
"salmonSE.txt,fastqc_trimmed.txt",0.18875119161105813
"salmonSE.txt,run_multiqc.txt",0.22402287893231654
"salmonSE.txt,sampleReads.txt",0.19733079122974262
"salmonSE.txt,pass2.txt",0.1504347826086957
"fastqScreen.txt,run_star_se.txt",0.2461170848267622
"fastqScreen.txt,fastqc.txt",0.1963993453355155
"fastqScreen.txt,trim_fasq_fastqc.txt",0.0809349043847788
"fastqScreen.txt,picard_rna_seq.txt",0.20593692022263455
"fastqScreen.txt,salmon_index_extended.txt",0.22411128284389492
"fastqScreen.txt,fastp_trimming_SE.txt",0.22358490566037736
"fastqScreen.txt,starindex.txt",0.17625231910946193
"fastqScreen.txt,DRIMSeq.txt",0.215547703180212
"fastqScreen.txt,samtools_flagstat.txt",0.2133580705009277
"fastqScreen.txt,salmon_quant_se.txt",0.23469387755102045
"fastqScreen.txt,feature_counts.txt",0.23328591749644378
"fastqScreen.txt,RNA_SeqC.txt",0.16883116883116878
"fastqScreen.txt,fastqc 6.txt",0.33580705009276435
"fastqScreen.txt,star_genome.txt",0.2184065934065934
"fastqScreen.txt,edgeR.txt",0.2091561938958707
"fastqScreen.txt,startPE.txt",0.18275154004106775
"fastqScreen.txt,tastq_to_bam_HISAT.txt",0.10878900658459778
"fastqScreen.txt,fastqc 5.txt",0.20408163265306123
"fastqScreen.txt,multiqc 2.txt",0.24675324675324672
"fastqScreen.txt,kallistoQuant.txt",0.16512059369202226
"fastqScreen.txt,salmon_index.txt",0.17810760667903525
"fastqScreen.txt,trim_galore_pe.txt",0.1706864564007421
"fastqScreen.txt,samlon_quant.txt",0.26345083487940635
"fastqScreen.txt,sortedbam_to_counts.txt",0.12718546451834079
"fastqScreen.txt,featureCounts 2.txt",0.3710575139146568
"fastqScreen.txt,fastqc 4.txt",0.2690166975881262
"fastqScreen.txt,multiqc 3.txt",0.19109461966604824
"fastqScreen.txt,merge_trimmed_SE.txt",0.1985157699443414
"fastqScreen.txt,trimgaloreSE.txt",0.21732522796352582
"fastqScreen.txt,fastQCtrimmed 2.txt",0.411873840445269
"fastqScreen.txt,fastqcrim.txt",0.2727272727272727
"fastqScreen.txt,sortedbam_to_rmdup.txt",0.16021765417170497
"fastqScreen.txt,sort_index_bams.txt",0.17810760667903525
"fastqScreen.txt,fastqc 3.txt",0.17297297297297298
"fastqScreen.txt,fastqc 2.txt",0.35250463821892397
"fastqScreen.txt,rsem_norm.txt",0.19674796747967482
"fastqScreen.txt,featureCounts.txt",0.24860853432282004
"fastqScreen.txt,merge_trimmed_PE.txt",0.1719745222929936
"fastqScreen.txt,trimgalorePE.txt",0.2189105858170607
"fastqScreen.txt,compare_reference_stringtie.txt",0.20964749536178107
"fastqScreen.txt,hisat2.txt",0.3302411873840445
"fastqScreen.txt,counts_matrix.txt",0.16891891891891897
"fastqScreen.txt,sortbam.txt",0.21150278293135438
"fastqScreen.txt,starSE.txt",0.20155709342560557
"fastqScreen.txt,fetch_unique_stringtie.txt",0.22077922077922074
"fastqScreen.txt,bigwig.txt",0.19742063492063489
"fastqScreen.txt,cutadapt 2.txt",0.21293375394321767
"fastqScreen.txt,cutadapt.txt",0.26159554730983303
"fastqScreen.txt,MultiQC.txt",0.13729128014842296
"fastqScreen.txt,salmon_quant_pe.txt",0.2440846824408468
"fastqScreen.txt,tximeta.txt",0.20895522388059706
"fastqScreen.txt,salmon_quant.txt",0.24341412012644892
"fastqScreen.txt,sort_bams.txt",0.20593692022263455
"fastqScreen.txt,mark_dups.txt",0.14762741652021094
"fastqScreen.txt,fastp_trimming_PE.txt",0.2116724738675958
"fastqScreen.txt,salmonPE.txt",0.18874907475943747
"fastqScreen.txt,samtools_bam.txt",0.21150278293135438
"fastqScreen.txt,bamindex.txt",0.13914656771799627
"fastqScreen.txt,generate_genome_star_index.txt",0.1985157699443414
"fastqScreen.txt,run_star_pe.txt",0.23093681917211328
"fastqScreen.txt,pass1.txt",0.18989710009354532
"fastqScreen.txt,fastqc_trimmed.txt",0.33395176252319114
"fastqScreen.txt,run_multiqc.txt",0.16326530612244894
"fastqScreen.txt,sampleReads.txt",0.4582560296846011
"fastqScreen.txt,pass2.txt",0.18695652173913047
"run_star_se.txt,fastqc.txt",0.23894862604540024
"run_star_se.txt,trim_fasq_fastqc.txt",0.11396561715279119
"run_star_se.txt,picard_rna_seq.txt",0.22341696535244926
"run_star_se.txt,salmon_index_extended.txt",0.2939068100358423
"run_star_se.txt,fastp_trimming_SE.txt",0.30000000000000004
"run_star_se.txt,starindex.txt",0.14814814814814814
"run_star_se.txt,DRIMSeq.txt",0.22879858657243812
"run_star_se.txt,samtools_flagstat.txt",0.15651135005973715
"run_star_se.txt,salmon_quant_se.txt",0.35961768219832735
"run_star_se.txt,feature_counts.txt",0.24014336917562729
"run_star_se.txt,RNA_SeqC.txt",0.2222222222222222
"run_star_se.txt,fastqc 6.txt",0.16606929510155322
"run_star_se.txt,star_genome.txt",0.22700119474313019
"run_star_se.txt,edgeR.txt",0.22441651705565535
"run_star_se.txt,startPE.txt",0.24914442162902117
"run_star_se.txt,tastq_to_bam_HISAT.txt",0.143143429716576
"run_star_se.txt,fastqc 5.txt",0.1230585424133811
"run_star_se.txt,multiqc 2.txt",0.20788530465949817
"run_star_se.txt,kallistoQuant.txt",0.20430107526881724
"run_star_se.txt,salmon_index.txt",0.2807646356033453
"run_star_se.txt,trim_galore_pe.txt",0.22939068100358428
"run_star_se.txt,samlon_quant.txt",0.2461170848267622
"run_star_se.txt,sortedbam_to_counts.txt",0.16626671237572854
"run_star_se.txt,featureCounts 2.txt",0.26045400238948624
"run_star_se.txt,fastqc 4.txt",0.21863799283154117
"run_star_se.txt,multiqc 3.txt",0.28673835125448033
"run_star_se.txt,merge_trimmed_SE.txt",0.2544802867383512
"run_star_se.txt,trimgaloreSE.txt",0.2628434886499402
"run_star_se.txt,fastQCtrimmed 2.txt",0.1600955794504182
"run_star_se.txt,fastqcrim.txt",0.2222222222222222
"run_star_se.txt,sortedbam_to_rmdup.txt",0.1946795646916566
"run_star_se.txt,sort_index_bams.txt",0.2031063321385902
"run_star_se.txt,fastqc 3.txt",0.2676224611708483
"run_star_se.txt,fastqc 2.txt",0.19952210274790916
"run_star_se.txt,rsem_norm.txt",0.25806451612903225
"run_star_se.txt,featureCounts.txt",0.21266427718040626
"run_star_se.txt,merge_trimmed_PE.txt",0.24970131421744324
"run_star_se.txt,trimgalorePE.txt",0.20041109969167525
"run_star_se.txt,compare_reference_stringtie.txt",0.21027479091995216
"run_star_se.txt,hisat2.txt",0.18637992831541217
"run_star_se.txt,counts_matrix.txt",0.20270270270270274
"run_star_se.txt,sortbam.txt",0.1553166069295101
"run_star_se.txt,starSE.txt",0.2785467128027682
"run_star_se.txt,fetch_unique_stringtie.txt",0.23894862604540024
"run_star_se.txt,bigwig.txt",0.21825396825396826
"run_star_se.txt,cutadapt 2.txt",0.20788530465949817
"run_star_se.txt,cutadapt.txt",0.20669056152927123
"run_star_se.txt,MultiQC.txt",0.24970131421744324
"run_star_se.txt,salmon_quant_pe.txt",0.3130227001194743
"run_star_se.txt,tximeta.txt",0.20099502487562193
"run_star_se.txt,salmon_quant.txt",0.3593256059009484
"run_star_se.txt,sort_bams.txt",0.20191158900836326
"run_star_se.txt,mark_dups.txt",0.22102747909199527
"run_star_se.txt,fastp_trimming_PE.txt",0.2682926829268293
"run_star_se.txt,salmonPE.txt",0.22427831236121387
"run_star_se.txt,samtools_bam.txt",0.15651135005973715
"run_star_se.txt,bamindex.txt",0.22341696535244926
"run_star_se.txt,generate_genome_star_index.txt",0.25806451612903225
"run_star_se.txt,run_star_pe.txt",0.7919389978213508
"run_star_se.txt,pass1.txt",0.21796071094480818
"run_star_se.txt,fastqc_trimmed.txt",0.21505376344086025
"run_star_se.txt,run_multiqc.txt",0.20788530465949817
"run_star_se.txt,sampleReads.txt",0.2138590203106332
"run_star_se.txt,pass2.txt",0.2252173913043478
"fastqc.txt,trim_fasq_fastqc.txt",0.0892408730925246
"fastqc.txt,picard_rna_seq.txt",0.20621931260229132
"fastqc.txt,salmon_index_extended.txt",0.2333848531684699
"fastqc.txt,fastp_trimming_SE.txt",0.2330188679245283
"fastqc.txt,starindex.txt",0.16530278232405893
"fastqc.txt,DRIMSeq.txt",0.3127208480565371
"fastqc.txt,samtools_flagstat.txt",0.1963993453355155
"fastqc.txt,salmon_quant_se.txt",0.23177842565597673
"fastqc.txt,feature_counts.txt",0.2062588904694168
"fastqc.txt,RNA_SeqC.txt",0.19148936170212771
"fastqc.txt,fastqc 6.txt",0.2225859247135843
"fastqc.txt,star_genome.txt",0.1648351648351648
"fastqc.txt,edgeR.txt",0.30700179533213645
"fastqc.txt,startPE.txt",0.3073237508555784
"fastqc.txt,tastq_to_bam_HISAT.txt",0.11394217005439455
"fastqc.txt,fastqc 5.txt",0.18821603927986907
"fastqc.txt,multiqc 2.txt",0.23567921440261863
"fastqc.txt,kallistoQuant.txt",0.18985270049099834
"fastqc.txt,salmon_index.txt",0.24549918166939444
"fastqc.txt,trim_galore_pe.txt",0.19148936170212771
"fastqc.txt,samlon_quant.txt",0.24549918166939444
"fastqc.txt,sortedbam_to_counts.txt",0.13884127528282486
"fastqc.txt,featureCounts 2.txt",0.24386252045826518
"fastqc.txt,fastqc 4.txt",0.24058919803600654
"fastqc.txt,multiqc 3.txt",0.27004909983633385
"fastqc.txt,merge_trimmed_SE.txt",0.20458265139116205
"fastqc.txt,trimgaloreSE.txt",0.6945288753799392
"fastqc.txt,fastQCtrimmed 2.txt",0.23076923076923073
"fastqc.txt,fastqcrim.txt",0.23895253682487727
"fastqc.txt,sortedbam_to_rmdup.txt",0.17412333736396612
"fastqc.txt,sort_index_bams.txt",0.21440261865793786
"fastqc.txt,fastqc 3.txt",0.18985270049099834
"fastqc.txt,fastqc 2.txt",0.26513911620294595
"fastqc.txt,rsem_norm.txt",0.13658536585365855
"fastqc.txt,featureCounts.txt",0.21276595744680848
"fastqc.txt,merge_trimmed_PE.txt",0.14490445859872614
"fastqc.txt,trimgalorePE.txt",0.5046248715313464
"fastqc.txt,compare_reference_stringtie.txt",0.2536824877250409
"fastqc.txt,hisat2.txt",0.2225859247135843
"fastqc.txt,counts_matrix.txt",0.1929429429429429
"fastqc.txt,sortbam.txt",0.20621931260229132
"fastqc.txt,starSE.txt",0.3261245674740484
"fastqc.txt,fetch_unique_stringtie.txt",0.2536824877250409
"fastqc.txt,bigwig.txt",0.44246031746031744
"fastqc.txt,cutadapt 2.txt",0.13091482649842268
"fastqc.txt,cutadapt.txt",0.2520458265139116
"fastqc.txt,MultiQC.txt",0.6006546644844517
"fastqc.txt,salmon_quant_pe.txt",0.23661270236612697
"fastqc.txt,tximeta.txt",0.2975124378109453
"fastqc.txt,salmon_quant.txt",0.26659641728134875
"fastqc.txt,sort_bams.txt",0.21112929623567922
"fastqc.txt,mark_dups.txt",0.1309328968903437
"fastqc.txt,fastp_trimming_PE.txt",0.22125435540069682
"fastqc.txt,salmonPE.txt",0.34122871946706146
"fastqc.txt,samtools_bam.txt",0.19312602291325698
"fastqc.txt,bamindex.txt",0.5433715220949263
"fastqc.txt,generate_genome_star_index.txt",0.19312602291325698
"fastqc.txt,run_star_pe.txt",0.22331154684095855
"fastqc.txt,pass1.txt",0.1758652946679139
"fastqc.txt,fastqc_trimmed.txt",0.24386252045826518
"fastqc.txt,run_multiqc.txt",0.22913256955810146
"fastqc.txt,sampleReads.txt",0.24386252045826518
"fastqc.txt,pass2.txt",0.17826086956521736
"trim_fasq_fastqc.txt,picard_rna_seq.txt",0.06103921189878303
"trim_fasq_fastqc.txt,salmon_index_extended.txt",0.0938767626038246
"trim_fasq_fastqc.txt,fastp_trimming_SE.txt",0.13753138883523275
"trim_fasq_fastqc.txt,starindex.txt",0.032064902453158184
"trim_fasq_fastqc.txt,DRIMSeq.txt",0.1342476337647286
"trim_fasq_fastqc.txt,samtools_flagstat.txt",0.03670079196445819
"trim_fasq_fastqc.txt,salmon_quant_se.txt",0.09638786942244548
"trim_fasq_fastqc.txt,feature_counts.txt",0.10256905543751205
"trim_fasq_fastqc.txt,RNA_SeqC.txt",0.07436739424377048
"trim_fasq_fastqc.txt,fastqc 6.txt",0.04558624686111645
"trim_fasq_fastqc.txt,star_genome.txt",0.09368360054085378
"trim_fasq_fastqc.txt,edgeR.txt",0.13598609233146608
"trim_fasq_fastqc.txt,startPE.txt",0.15781340544717015
