Raw_rules_no_white_spaces_levenshtein,Raw_rules_no_white_spaces_cosine,Raw_rules_cosine,Extracted_raw_rules_levenshtein,Conda_no_white_spaces_cosine,Conda_no_white_spaces_levenshtein,Conda_name_before_extension_levenshtein,Conda_name_before_extension_cosine,Conda_raw_levenshtein,Conda_raw_cosine,Rule_name_levenshtein,Rule_name_cosine,Input_number_similarity,Input_type_jaccard,Whole_text_shell_levenshtein,Whole_text_shell_cosine,Output_type_jaccard,Output_number_similarity,Tools_in_shell_jaccard,Shell_tools_description_biotools_levenshtein,Shell_tools_description_biotools_cosine,Shell_tools_description_biotools_no_white_space_levenshtein,Shell_tools_description_biotools_no_white_space_cosine,Shell_tools_description_bioweb_cosine,Shell_tools_description_bioweb_levenshtein,Shell_tools_categories_bioweb_jaccard,Shell_tools_description_bioweb_jaccard,Shell_tools_description_biotools_no_white_space_jaccard,Shell_tools_description_biotools_jaccard,Shell_tools_topics_bioweb_jaccard,Shell_tools_topics_biotools_jaccard,Shell_tools_operations_bioweb_jaccard,Shell_tools_function_biotools_jaccard,ProcessA,ProcessB,Annotation
0.5433715220949263,0.4377134368575519,0.4820274256042084,0.5630114566284778,0.5137503593357258,0.4893617021276596,1.0,1.0,0.4693877551020408,0.5292007691564042,0.125,0.0,1.0,0.0,0.5714285714285714,0.2763940395985134,0.0,1.0,0.0,0.191860465116279,0.0276712232872246,0.1733333333333333,0.0,0.0269773813972384,0.191860465116279,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,bamindex,fastqc,D
0.2358674463937622,0.1394295508628678,0.1444122064437506,0.2159533073929961,0.3226496667398147,0.4782608695652174,0.0,0.0,0.4782608695652174,0.3231311838372239,0.125,0.0,1.0,0.0,0.1666666666666666,0.0771700234677181,0.0,0.0,0.0,0.191860465116279,0.0276712232872246,0.1733333333333333,0.0,0.0269773813972384,0.191860465116279,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,bamindex,fastqc 2,D
0.181981981981982,0.0553288079281219,0.0573828454064102,0.2199312714776632,0.132022299124279,0.5217391304347826,0.1818181818181817,0.0,0.5217391304347826,0.1314692322545538,0.125,0.0,1.0,0.0,0.1555555555555555,0.0107548395942547,0.0,1.0,0.0,0.191860465116279,0.0276712232872246,0.1733333333333333,0.0,0.0269773813972384,0.191860465116279,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,bamindex,fastqc 3,D
0.226120857699805,0.0088513235753971,0.0091799218416013,0.1945525291828793,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,1.0,0.0,0.2333333333333332,0.0115838170614658,0.0,0.0,0.0,0.191860465116279,0.0276712232872246,0.1733333333333333,0.0,0.0269773813972384,0.191860465116279,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,bamindex,fastqc 4,D
0.1832358674463937,0.0659590401296437,0.0683579248270558,0.188715953307393,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.1888888888888888,0.0099852876953098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0269773813972384,0.191860465116279,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,bamindex,fastqc 5,D
0.2124756335282651,0.1052182054256906,0.1091243466464335,0.2023346303501945,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0269773813972384,0.191860465116279,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,bamindex,fastqc 6,D
0.2319688109161793,0.1148769390727541,0.1191131546334986,0.1984435797665369,0.3226496667398147,0.4782608695652174,0.0,0.0,0.4782608695652174,0.3231311838372239,0.2142857142857143,0.0,1.0,0.0,0.1555555555555555,0.080569125844528,0.0,0.0,0.0,0.191860465116279,0.0276712232872246,0.1733333333333333,0.0,0.0269773813972384,0.191860465116279,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,bamindex,fastqc_trimmed,D
0.1968810916179337,0.0094587536780538,0.0098099022980974,0.1634241245136186,0.0,0.0,0.0,0.0,0.0,0.0,0.0999999999999999,0.0,1.0,0.0,0.2333333333333332,0.0115838170614658,0.0,0.0,0.0,0.191860465116279,0.0276712232872246,0.1733333333333333,0.0,0.0269773813972384,0.191860465116279,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,bamindex,fastqcrim,D
0.5620915032679739,0.4707726824735893,0.5143610162531976,0.5807504078303426,0.5137503593357258,0.4893617021276596,1.0,1.0,0.4693877551020408,0.5292007691564042,0.2307692307692307,0.0,1.0,0.0,0.5714285714285714,0.2763940395985134,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0269773813972384,0.191860465116279,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,bamindex,fastqctrimmed,D
0.2144249512670565,0.1079516514746576,0.1119233454631982,0.2023346303501945,0.0,0.0,0.0,0.0,0.0,0.0,0.2307692307692307,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bamindex,fastqctrimmed 2,D
0.1391465677179962,0.084369466905697,0.0874932324407615,0.179384203480589,0.1728724350080007,0.1568627450980392,0.0909090909090909,0.0,0.150943396226415,0.1775759446931831,0.1818181818181817,0.0,1.0,0.0,0.2133333333333333,0.040519742514771,0.0,0.0,0.0,0.2116402116402116,0.0985609183313429,0.1730769230769231,0.0,0.0986948396876421,0.2116402116402116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bamindex,fastqscreen,D
0.2389758179231863,0.0726641032826382,0.068359293617045,0.2627235213204951,0.0,0.0,0.0,0.0,0.0,0.0,0.0714285714285714,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bamindex,feature_counts,D
0.216374269005848,0.1345841761422174,0.1277905883168524,0.2062256809338521,0.0,0.0,0.0,0.0,0.0,0.0,0.0769230769230768,0.0,0.0,0.3333333333333333,0.2280701754385965,0.1001774791628512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bamindex,featurecounts,D
0.1638095238095238,0.1523839626141878,0.1461538930193604,0.2049306625577812,0.1728724350080007,0.1489361702127659,0.1818181818181817,0.0,0.1428571428571429,0.1775759446931831,0.0769230769230768,0.0,0.0,0.0,0.1970802919708029,0.1093177055691689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bamindex,featurecounts 2,D
0.2612085769980506,0.1361759629277875,0.141231385988032,0.178988326848249,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.1444444444444445,0.0188071409911139,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bamindex,fetch_unique_stringtie,D
0.1500974658869396,0.034228347502316,0.0354990473641487,0.1398467432950191,0.132022299124279,0.5217391304347826,0.1818181818181817,0.0,0.5217391304347826,0.1314692322545538,0.1333333333333333,0.0,0.0,0.0,0.1682692307692307,0.0128954755349575,0.0,0.0,0.0,0.1802325581395348,0.0,0.18,0.0,0.0,0.1802325581395348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bamindex,generate_genome_star_index,D
0.2339181286549707,0.1251661603922746,0.1153807944200947,0.2081712062256809,0.1505194002046077,0.1034482758620689,0.0909090909090909,0.0,0.0999999999999999,0.1537551614610026,0.125,0.0,0.0,0.0,0.0777777777777777,0.0,0.0,0.0,0.0,0.2512562814070351,0.0540573165200071,0.2470588235294117,0.0,0.0532269154779174,0.2512562814070351,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,bamindex,hisat2,D
0.1481481481481481,0.1097585706842599,0.1080940996369175,0.1906202723146747,0.1728724350080007,0.1666666666666666,0.0,0.0,0.16,0.1775759446931831,0.1538461538461538,0.0,0.0,0.0,0.0888888888888889,0.0,0.0,0.0,0.0,0.2694805194805194,0.0535795474632627,0.2651515151515151,0.0,0.0517010080849859,0.2694805194805194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bamindex,kallistoquant,D
0.1571428571428571,0.2014439252399171,0.2088920392288786,0.1707317073170732,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.1331719128329297,0.0069265404786565,0.0,0.0,0.0,0.1802325581395348,0.0,0.18,0.0,0.0,0.1802325581395348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bamindex,map,D
0.2249560632688928,0.2164062975378041,0.2089043483848504,0.2411674347158218,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,1.0,1.0,0.1141304347826086,0.0418790647415433,0.0,0.0,0.0,0.2093023255813954,0.1686958155919724,0.2066666666666666,0.0,0.168792563844659,0.2093023255813954,0.0,0.0,0.0,0.0,0.5,0.2,0.0,0.0,bamindex,mark_dups,D
0.2117834394904458,0.0456242631145098,0.0388668182005043,0.1887254901960784,0.0,0.0,0.0,0.0,0.0,0.0,0.1538461538461538,0.0,0.0,0.0,0.2444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bamindex,merge_trimmed_pe,D
0.2241715399610137,0.0555783367777283,0.0440644955174481,0.1245210727969349,0.0,0.0,0.0,0.0,0.0,0.0,0.1538461538461538,0.0,0.0,0.0,0.2111111111111111,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bamindex,merge_trimmed_se,D
0.4506769825918761,0.3056664814000835,0.3170141035911836,0.4630996309963099,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5087719298245614,0.2673573691070283,0.0,1.0,0.0,0.2821428571428571,0.0703585341281533,0.2708333333333333,0.0,0.0687122275732466,0.2821428571428571,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,bamindex,multiqc,D
0.2183235867446393,0.1734785489307001,0.1799188004836638,0.178988326848249,0.3226496667398147,0.5217391304347826,0.0,0.0,0.5217391304347826,0.3231311838372239,0.0,0.0,0.0,0.0,0.1555555555555555,0.0144006859219525,0.0,1.0,0.0,0.2821428571428571,0.0703585341281533,0.2708333333333333,0.0,0.0687122275732466,0.2821428571428571,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,bamindex,multiqc 2,D
0.2280701754385965,0.0578811454526276,0.0600299364079722,0.2040816326530612,0.132022299124279,0.5217391304347826,0.1818181818181817,0.0,0.5217391304347826,0.1314692322545538,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,1.0,0.0,0.2821428571428571,0.0703585341281533,0.2708333333333333,0.0,0.0687122275732466,0.2821428571428571,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,bamindex,multiqc 3,D
0.1796071094480823,0.1131966026505822,0.1039725128152491,0.1601231716705158,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0946643717728055,0.007625789548493,0.0,0.0,0.0,0.1802325581395348,0.0,0.18,0.0,0.0,0.1802325581395348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bamindex,pass1,D
0.1860869565217391,0.1178873431964153,0.1127998492732542,0.1628242074927953,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0926517571884983,0.0280770818392813,0.0,0.0,0.0,0.1802325581395348,0.0,0.18,0.0,0.0,0.1802325581395348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bamindex,pass2,D
0.2222222222222222,0.0510135556149087,0.0477901386493796,0.22568093385214,0.0,0.0,0.0,0.0,0.0,0.0,0.2142857142857143,0.0,1.0,1.0,0.1446540880503144,0.0047920251275936,0.0,0.0,0.0,0.2093023255813954,0.1686958155919724,0.2066666666666666,0.0,0.168792563844659,0.2093023255813954,0.0,0.0,0.0,0.0,0.5,0.2,0.0,0.0,bamindex,picard_rna_seq,D
0.1734892787524367,0.1956540755723644,0.184833970565467,0.1986062717770035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1444444444444445,0.0774741117573999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bamindex,rna_seqc,D
0.1821138211382114,0.1288679425871356,0.1136675783864726,0.1928665785997357,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,1.0,1.0,0.1851851851851852,0.0847845097481521,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bamindex,rsem_norm,D
0.2046783625730994,0.1496854116745187,0.144845320979535,0.1434108527131783,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.5,0.1999999999999999,0.0,0.0,1.0,0.0,0.2821428571428571,0.0703585341281533,0.2708333333333333,0.0,0.0687122275732466,0.2821428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bamindex,run_multiqc,D
0.2287581699346405,0.1474010934797706,0.1497563817043558,0.2371134020618557,0.132022299124279,0.5217391304347826,0.1818181818181817,0.0,0.5217391304347826,0.1314692322545538,0.0,0.0,0.0,0.0,0.1653846153846153,0.010260223865905,0.0,0.0,0.0,0.1802325581395348,0.0,0.18,0.0,0.0,0.1802325581395348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bamindex,run_star_pe,SS
0.2234169653524492,0.1580830527423071,0.1605760722141369,0.247178329571106,0.104048133775781,0.2857142857142857,0.1818181818181817,0.0,0.2666666666666667,0.1053254570457264,0.0,0.0,0.0,0.0,0.1653225806451612,0.0052740137333891,0.0,0.0,0.0,0.1802325581395348,0.0,0.18,0.0,0.0,0.1802325581395348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bamindex,run_star_se,D
0.2155339805825242,0.1789802089255955,0.1801418745089266,0.2383720930232558,0.132022299124279,0.5217391304347826,0.1818181818181817,0.0,0.5217391304347826,0.1314692322545538,0.5833333333333333,0.0,0.0,0.0,0.2238805970149253,0.0704235296580597,0.0,0.0,0.0,0.2325581395348837,0.0226740287758062,0.2133333333333333,0.0,0.0205122140365843,0.2325581395348837,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,bamindex,salmon_index,D
0.276661514683153,0.1805566955667154,0.1826059201344955,0.250308261405672,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.2167832167832167,0.0677766809941461,0.0,0.0,0.0,0.2325581395348837,0.0226740287758062,0.2133333333333333,0.0,0.0205122140365843,0.2325581395348837,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,bamindex,salmon_index_extended,D
0.2455216016859852,0.2209071664771077,0.2201020376344054,0.2183406113537117,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.1755102040816326,0.054740739442729,0.0,1.0,0.0,0.2325581395348837,0.0226740287758062,0.2133333333333333,0.0,0.0205122140365843,0.2325581395348837,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,bamindex,salmon_quant,D
0.2378580323785802,0.1841346853130073,0.1806295752953605,0.2105263157894736,0.132022299124279,0.5217391304347826,0.1818181818181817,0.0,0.5217391304347826,0.1314692322545538,0.1999999999999999,0.0,1.0,0.0,0.1866666666666666,0.0505637342983779,0.0,1.0,0.0,0.2325581395348837,0.0226740287758062,0.2133333333333333,0.0,0.0205122140365843,0.2325581395348837,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,bamindex,salmon_quant_pe,D
0.2463556851311953,0.1895528945811735,0.1851515390050462,0.2229885057471264,0.132022299124279,0.5217391304347826,0.1818181818181817,0.0,0.5217391304347826,0.1314692322545538,0.1999999999999999,0.0,1.0,0.0,0.1958762886597937,0.0494308035012221,0.0,1.0,0.0,0.2325581395348837,0.0226740287758062,0.2133333333333333,0.0,0.0205122140365843,0.2325581395348837,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,bamindex,salmon_quant_se,D
0.2908956328645448,0.4625471107201607,0.4701855939787063,0.2956020187454938,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.0,0.0,0.0,0.319634703196347,0.2533346203554533,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bamindex,salmonpe,D
0.342230695900858,0.4795767188112059,0.4849737304930882,0.3361034164358264,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.0,0.0,0.0,0.35,0.2583580345712417,0.0,1.0,0.0,0.2325581395348837,0.0226740287758062,0.2133333333333333,0.0,0.0205122140365843,0.2325581395348837,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,bamindex,salmonse,D
0.2358674463937622,0.1103522795841882,0.0977736941074891,0.245136186770428,0.2770464601843831,0.6086956521739131,0.1818181818181817,0.0,0.6086956521739131,0.2774332157240866,0.25,0.0,1.0,0.0,0.2083333333333333,0.0883414903493984,0.0,1.0,0.0,0.2325581395348837,0.0226740287758062,0.2133333333333333,0.0,0.0205122140365843,0.2325581395348837,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,bamindex,samlon_quant,D
0.2612085769980506,0.1423310094013912,0.147575848344104,0.2081712062256809,0.2770464601843831,0.2608695652173913,0.0909090909090909,0.0,0.2608695652173913,0.2774332157240866,0.2727272727272727,0.0,1.0,0.0,0.1666666666666666,0.0666149921258141,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bamindex,samplereads,D
0.2495126705653021,0.2643737538294704,0.2646885928939457,0.2529182879377432,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.2666666666666667,0.359328750748815,0.0,0.0,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,bamindex,samtools_bam,D
0.2631578947368421,0.3124960330409833,0.3149962495587587,0.2762645914396887,0.0,0.0,0.0,0.0,0.0,0.0,0.1176470588235294,0.0,1.0,1.0,0.2666666666666667,0.4462058738189374,0.0,0.0,0.5,0.7889908256880733,0.8741790705803415,0.7894736842105263,0.8776642707034835,0.8740608373379097,0.7889908256880733,0.6,0.5,0.0,0.5,1.0,1.0,1.0,0.0,bamindex,samtools_flagstat,D
0.2943469785575049,0.2219020140671945,0.2117421606166187,0.3093385214007782,0.132022299124279,0.5217391304347826,0.1818181818181817,0.0,0.5217391304347826,0.1314692322545538,0.0,0.0,1.0,1.0,0.2777777777777778,0.485609210481165,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.8,1.0,0.0,bamindex,sort_bams,D
0.3118908382066276,0.254094899375633,0.2337836475843566,0.330739299610895,0.132022299124279,0.5217391304347826,0.1818181818181817,0.0,0.5217391304347826,0.1314692322545538,0.3333333333333333,0.0,1.0,1.0,0.2444444444444444,0.7310664285402052,1.0,1.0,1.0,0.994186046511628,1.0000000000000002,0.9933333333333332,1.0,1.0000000000000002,0.994186046511628,0.6,0.0,0.0,0.0,1.0,1.0,1.0,0.0,bamindex,sort_index_bams,D
0.2417153996101364,0.3297640642534379,0.2926624950270685,0.2276264591439688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2333333333333332,0.0944859608294295,0.0,0.0,0.0,0.7889908256880733,0.8741790705803415,0.7894736842105263,0.8776642707034835,0.8740608373379097,0.7889908256880733,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,bamindex,sortbam,D
0.1264998285910181,0.1238454908299488,0.1257111561288229,0.0998664886515353,0.0,0.0,0.0,0.0,0.0,0.0,0.1578947368421053,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bamindex,sortedbam_to_counts,D
0.1596130592503023,0.2703668888077586,0.2579272016149231,0.1185153943483762,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bamindex,sortedbam_to_rmdup,D
0.1744505494505495,0.0334979576266069,0.0347415423519555,0.1677704194260485,0.0,0.0,0.0,0.0,0.0,0.0,0.1818181818181817,0.0,1.0,0.0,0.1700680272108843,0.0277656168016049,0.0,0.0,0.0,0.1802325581395348,0.0,0.18,0.0,0.0,0.1802325581395348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bamindex,star_genome,D
0.1910331384015594,0.0428580371235732,0.0444491072693831,0.1945525291828793,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.0,0.2204724409448819,0.0171554164018158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bamindex,starindex,D
0.3451557093425605,0.5936708925428491,0.5978429301026568,0.3433835845896147,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1929260450160771,0.2345946397747856,0.0,1.0,0.0,0.2358722358722358,0.0851432220949173,0.2385057471264368,0.0,0.0852262489630928,0.2358722358722358,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,bamindex,starse,D
0.2792607802874743,0.5434470435470876,0.5498257600070415,0.285143237841439,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1834862385321101,0.2329716577038774,0.0,1.0,0.0,0.2358722358722358,0.0851432220949173,0.2385057471264368,0.0,0.0852262489630928,0.2358722358722358,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,bamindex,startpe,SS
0.1044947036931004,0.1911018103819163,0.1788430839832304,0.0736629667003027,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bamindex,tastq_to_bam_hisat,SS
