,multiqc 3_shell_commands.txt,startPE_shell_commands.txt,RNA_SeqC_shell_commands.txt,merge_trimmed_PE_shell_commands.txt,merge_trimmed_SE_shell_commands.txt,sort_bams_shell_commands.txt,sort_index_bams_shell_commands.txt,cutadapt 2_shell_commands.txt,fastqc 3_shell_commands.txt,starSE_shell_commands.txt,hisat2_shell_commands.txt,generate_genome_star_index_shell_commands.txt,rsem_norm_shell_commands.txt,tximeta_shell_commands.txt,fastp_trimming_PE_shell_commands.txt,pass2_shell_commands.txt,cutadapt_shell_commands.txt,run_star_se_shell_commands.txt,salmon_quant_pe_shell_commands.txt,fetch_unique_stringtie_shell_commands.txt,bigwig_shell_commands.txt,run_star_pe_shell_commands.txt,edgeR_shell_commands.txt,salmon_quant_se_shell_commands.txt,fastp_trimming_SE_shell_commands.txt,fastqc 5_shell_commands.txt,trim_galore_pe_shell_commands.txt,samtools_flagstat_shell_commands.txt,bamindex_shell_commands.txt,expressbam_shell_commands.txt,map_shell_commands.txt,pass1_shell_commands.txt,fastqScreen_shell_commands.txt,featureCounts 2_shell_commands.txt,run_multiqc_shell_commands.txt,picard_rna_seq_shell_commands.txt,trimgaloreSE_shell_commands.txt,kallistoQuant_shell_commands.txt,fastqc_trimmed_shell_commands.txt,salmonSE_shell_commands.txt,MultiQC_shell_commands.txt,salmon_index_shell_commands.txt,salmonPE_shell_commands.txt,featureCounts_shell_commands.txt,sortbam_shell_commands.txt,trimgalorePE_shell_commands.txt,fastqc 4_shell_commands.txt,mark_dups_shell_commands.txt,fastqc 2_shell_commands.txt,salmon_quant_shell_commands.txt,starindex_shell_commands.txt,fastqctrimmed_shell_commands.txt,sampleReads_shell_commands.txt,star_genome_shell_commands.txt,fastqcrim_shell_commands.txt,fastqc_shell_commands.txt,compare_reference_stringtie_shell_commands.txt,DRIMSeq_shell_commands.txt,multiqc 2_shell_commands.txt,salmon_index_extended_shell_commands.txt,samtools_bam_shell_commands.txt,samlon_quant_shell_commands.txt
hisat2_shell_commands.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
generate_genome_star_index_shell_commands.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rsem_norm_shell_commands.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.23601499624422084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3018677975825008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1528511645892899,0.142306195267461,0.16360768821225613,0.0,0.0,0.0,0.14703502596541432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14703502596541432,0.0,0.0,0.0,0.295492641095078,0.0,0.0,0.0,0.0,0.266401944093878,0.0,0.0,0.0,0.0
tximeta_shell_commands.txt,0.0,0.05657027281918339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05657027281918339,0.0,0.0,0.23601499624422084,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050772297341915885,0.0,0.6129701921802904,0.0,0.0,0.07268432183250575,0.0,0.18568395848731867,0.050772297341915885,0.17375791571047422,0.0,0.0,0.20405109888525025,0.231288860539096,0.1400751706431565,0.0,0.04608666981843773,0.0,0.21747957421673875,0.05360387062775853,0.053076489995562706,0.0,0.05360387062775853,0.0,0.12779629689593952,0.04608666981843773,0.0,0.0,0.21747957421673875,0.0,0.1134285398636542,0.056048301380800976,0.3237315293040067,0.0,0.0,0.056048301380800976,0.0,0.5045129177080603,0.09422001812547458,0.0,0.148878243305046,0.0
fastp_trimming_PE_shell_commands.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pass2_shell_commands.txt,0.0,0.4353034619346404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4353034619346404,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26274784085040065,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cutadapt_shell_commands.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
run_star_se_shell_commands.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
salmon_quant_pe_shell_commands.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fetch_unique_stringtie_shell_commands.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bigwig_shell_commands.txt,0.0,0.45528870491368617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45528870491368617,0.0,0.0,0.0,0.050772297341915885,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.043292507738077815,0.0,0.0,0.0,0.0,0.0,0.4086254555670916,0.10740725887626236,0.0,0.0,0.0,0.0,0.0,0.0,0.46668869175297867,0.0,0.12652257147706794,0.43141451543781434,0.42717005217004,0.0,0.43141451543781434,0.0,0.0,0.46668869175297867,0.0,0.0,0.12652257147706794,0.0,0.0,0.4510877759038039,0.0,0.0,0.0,0.4510877759038039,0.0,0.045847387439746305,0.0,0.0,0.0,0.0
run_star_pe_shell_commands.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
edgeR_shell_commands.txt,0.0,0.048236323782571915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048236323782571915,0.0,0.0,0.3018677975825008,0.6129701921802904,0.0,0.0,0.0,0.0,0.0,0.0,0.043292507738077815,0.0,1.0,0.0,0.0,0.061976446410922904,0.0,0.09856399485842003,0.043292507738077815,0.11726005129894257,0.0,0.0,0.22978354293527894,0.2139311258639114,0.1791588836765622,0.0,0.03929716822346302,0.0,0.23911074047031228,0.04570693282431621,0.0452572460601642,0.0,0.04570693282431621,0.0,0.06783630450789187,0.03929716822346302,0.0,0.0,0.23911074047031228,0.0,0.09671821439744242,0.04779124932822827,0.38389921657493836,0.0,0.0,0.04779124932822827,0.0,0.8651399096108914,0.08033949766561851,0.0,0.07902693656033473,0.0
salmon_quant_se_shell_commands.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fastp_trimming_SE_shell_commands.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fastqc 5_shell_commands.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07268432183250575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061976446410922904,0.0,0.0,1.0,0.0,0.0991327655001245,0.0,0.10250765581521776,0.0,0.0,0.06276371369772396,0.058433740568340775,0.0,0.0,0.0,0.0,0.30172144522557437,0.0,0.0,0.0,0.0,0.0,0.06822775879605496,0.0,0.0,0.0,0.30172144522557437,0.0,0.09727633382986156,0.31914179537878623,0.06066756368951894,0.0,0.0,0.31914179537878623,0.0,0.06563394682357612,0.08080310253174762,0.0,0.0794829671979314,0.0
trim_galore_pe_shell_commands.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
samtools_flagstat_shell_commands.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18568395848731867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09856399485842003,0.0,0.0,0.0991327655001245,0.0,1.0,0.0,0.3112974749828271,0.0,0.0,0.09981602225434356,0.2619758375984981,0.0,0.0,0.0,0.0,0.09601792347063438,0.0,0.0,0.0,0.0,0.0,0.30588533412746965,0.0,0.0,0.0,0.09601792347063438,0.0,0.15470303030737526,0.0,0.09648241843231506,0.0,0.0,0.0,0.0,0.10438068608135993,0.12850489248250788,0.0,0.3563457807760754,0.0
bamindex_shell_commands.txt,0.0,0.45528870491368617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45528870491368617,0.0,0.0,0.0,0.050772297341915885,0.0,0.0,0.0,0.0,0.0,0.0,0.4086254555670916,0.0,0.043292507738077815,0.0,0.0,0.0,0.0,0.0,1.0,0.10740725887626236,0.0,0.0,0.0,0.0,0.0,0.0,0.46668869175297867,0.0,0.12652257147706794,0.43141451543781434,0.42717005217004,0.0,0.43141451543781434,0.0,0.0,0.46668869175297867,0.0,0.0,0.12652257147706794,0.0,0.0,0.4510877759038039,0.0,0.0,0.0,0.4510877759038039,0.0,0.045847387439746305,0.0,0.0,0.0,0.0
expressbam_shell_commands.txt,0.0,0.11967270057671059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11967270057671059,0.0,0.0,0.0,0.17375791571047422,0.0,0.0,0.0,0.0,0.0,0.0,0.10740725887626236,0.0,0.11726005129894257,0.0,0.0,0.10250765581521776,0.0,0.3112974749828271,0.10740725887626236,1.0,0.0,0.0,0.10321417346194701,0.18349408291956937,0.0,0.0,0.09749495561720783,0.0,0.14411954603673077,0.11339736649127723,0.11228170872012848,0.0,0.11339736649127723,0.0,0.21424933451415323,0.09749495561720783,0.0,0.0,0.14411954603673077,0.0,0.27638655596983497,0.11856848579141525,0.09976707994560238,0.0,0.0,0.11856848579141525,0.0,0.1241800783551894,0.13287973176892698,0.0,0.2495930267659873,0.0
map_shell_commands.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pass1_shell_commands.txt,0.0,0.4353034619346404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4353034619346404,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26274784085040065,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fastqScreen_shell_commands.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1528511645892899,0.20405109888525025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22978354293527894,0.0,0.0,0.06276371369772396,0.0,0.09981602225434356,0.0,0.10321417346194701,0.0,0.0,1.0,0.13774255569858956,0.28762578884030665,0.0,0.0,0.0,0.14231973678742282,0.0,0.0,0.0,0.0,0.0,0.06869800772724789,0.0,0.0,0.0,0.14231973678742282,0.0,0.09794679542527461,0.0,0.22493073632199162,0.0,0.0,0.0,0.0,0.21380111305633404,0.08136002501129454,0.0,0.08003079085552209,0.0
featureCounts 2_shell_commands.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142306195267461,0.231288860539096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2139311258639114,0.0,0.0,0.058433740568340775,0.0,0.2619758375984981,0.0,0.18349408291956937,0.0,0.0,0.13774255569858956,1.0,0.08445888991325504,0.0,0.0,0.0,0.13250131464882375,0.0,0.0,0.0,0.0,0.0,0.1803039002078717,0.0,0.0,0.0,0.13250131464882375,0.0,0.09118959500939146,0.0,0.209413106996595,0.0,0.0,0.0,0.0,0.1990512995092157,0.0757471206538262,0.0,0.21004777584325413,0.0
run_multiqc_shell_commands.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16360768821225613,0.1400751706431565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1791588836765622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28762578884030665,0.08445888991325504,1.0,0.0,0.0,0.0,0.08726545634970717,0.0,0.20464954620954723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08726545634970717,0.0,0.0,0.0,0.17537522099807487,0.0,0.0,0.0,0.0,0.15810985900236982,0.21872314237195284,0.0,0.0,0.0
picard_rna_seq_shell_commands.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trimgaloreSE_shell_commands.txt,0.0,0.5199825100744113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5199825100744113,0.0,0.0,0.0,0.04608666981843773,0.0,0.0,0.0,0.0,0.0,0.0,0.46668869175297867,0.0,0.03929716822346302,0.0,0.0,0.0,0.0,0.0,0.46668869175297867,0.09749495561720783,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.11484617166277877,0.49271594089385284,0.4878683647513383,0.0,0.49271594089385284,0.0,0.0,1.0,0.0,0.0,0.11484617166277877,0.0,0.0,0.51518465414777,0.0,0.0,0.0,0.51518465414777,0.0,0.04161626551472184,0.0,0.0,0.0,0.0
kallistoQuant_shell_commands.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fastqc_trimmed_shell_commands.txt,0.0,0.14097089871750682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14097089871750682,0.0,0.0,0.14703502596541432,0.21747957421673875,0.0,0.0,0.0,0.0,0.0,0.0,0.12652257147706794,0.0,0.23911074047031228,0.0,0.0,0.30172144522557437,0.0,0.09601792347063438,0.12652257147706794,0.14411954603673077,0.0,0.0,0.14231973678742282,0.13250131464882375,0.08726545634970717,0.0,0.11484617166277877,0.0,1.0,0.13357874092786048,0.13226452909924719,0.0,0.13357874092786048,0.0,0.06608398030260014,0.11484617166277877,0.0,0.0,0.7939291387779628,0.0,0.09421982257892118,0.2942272007361544,0.21637189840450294,0.0,0.0,0.2942272007361544,0.0,0.22480288812834182,0.27483174821660833,0.0,0.07698553977716212,0.0
